gender,body_type,season,occasion,fabrics
Men,Rectangle,Winter,Party,Denim
Women,Inverted Triangle,Summer,Party,Satin
Women,Inverted Triangle,Summer,Party,Velvet
Women,Inverted Triangle,Winter,Ethnic,Velvet
Women,Triangle,Summer,Casual,Chiffon
Men,V-Shape,Winter,Business,Wool
Women,Inverted Triangle,Autumn,Casual,Rayon
Men,Triangle,Winter,Party,Twill
Men,V-Shape,Summer,Business,Cotton
Women,Round,Winter,Party,Linen
Men,Triangle,Summer,Ethnic,Denim
Women,Hourglass,Autumn,Party,Velvet
Women,Round,Winter,Ethnic,Rayon
Men,Rectangle,Winter,Ethnic,Denim
Men,Triangle,Spring,Business,Wool
Men,Apple,Autumn,Casual,Twill
Men,Apple,Autumn,Business,Wool
Women,Round,Autumn,Gym/Sport,Denim
Women,Triangle,Spring,Ethnic,Chiffon
Women,Hourglass,Spring,Gym/Sport,Rayon
Men,Rectangle,Winter,Ethnic,Linen
Women,Hourglass,Summer,Gym/Sport,Denim
Men,V-Shape,Autumn,Gym/Sport,Wool
Men,Rectangle,Autumn,Casual,Twill
Men,Apple,Winter,Casual,Linen
Women,Hourglass,Autumn,Casual,Chiffon
Men,Triangle,Winter,Casual,Linen
Men,Triangle,Autumn,Ethnic,Twill
Men,Triangle,Autumn,Casual,Cotton
Women,Round,Spring,Party,Denim
Men,V-Shape,Summer,Casual,Polyester
Men,Apple,Summer,Business,Polyester
Women,Rectangle,Summer,Business,Linen
Men,V-Shape,Spring,Casual,Linen
Women,Rectangle,Winter,Party,Silk
Women,Inverted Triangle,Spring,Ethnic,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Denim
Women,Rectangle,Spring,Casual,Chiffon
Men,Triangle,Autumn,Ethnic,Wool
Women,Rectangle,Winter,Gym/Sport,Denim
Men,Rectangle,Winter,Ethnic,Wool
Women,Hourglass,Spring,Casual,Denim
Women,Rectangle,Summer,Party,Cotton
Women,Rectangle,Spring,Casual,Satin
Men,Rectangle,Summer,Gym/Sport,Polyester
Women,Round,Autumn,Casual,Silk
Men,V-Shape,Winter,Ethnic,Linen
Men,Apple,Summer,Business,Polyester
Men,Apple,Spring,Casual,Denim
Women,Hourglass,Winter,Ethnic,Rayon
Women,Triangle,Summer,Ethnic,Denim
Men,Apple,Summer,Business,Denim
Men,V-Shape,Autumn,Casual,Wool
Men,Rectangle,Spring,Business,Twill
Men,V-Shape,Summer,Party,Twill
Women,Inverted Triangle,Autumn,Party,Linen
Men,V-Shape,Autumn,Business,Twill
Men,Triangle,Summer,Gym/Sport,Twill
Women,Triangle,Autumn,Casual,Velvet
Men,Apple,Spring,Casual,Linen
Men,Apple,Spring,Gym/Sport,Cotton
Women,Hourglass,Autumn,Gym/Sport,Chiffon
Men,V-Shape,Autumn,Party,Polyester
Women,Triangle,Summer,Casual,Denim
Men,Triangle,Winter,Party,Polyester
Women,Triangle,Summer,Business,Rayon
Men,V-Shape,Autumn,Ethnic,Denim
Women,Rectangle,Autumn,Business,Denim
Women,Hourglass,Winter,Business,Linen
Women,Hourglass,Summer,Casual,Silk
Women,Triangle,Winter,Casual,Satin
Men,Apple,Autumn,Party,Wool
Women,Round,Autumn,Party,Rayon
Men,Triangle,Winter,Ethnic,Linen
Men,Apple,Summer,Business,Wool
Women,Inverted Triangle,Spring,Business,Satin
Women,Round,Summer,Gym/Sport,Silk
Men,Triangle,Autumn,Business,Wool
Men,Rectangle,Summer,Business,Polyester
Women,Round,Winter,Business,Satin
Men,Apple,Summer,Business,Wool
Women,Round,Autumn,Ethnic,Chiffon
Women,Hourglass,Summer,Gym/Sport,Linen
Men,V-Shape,Summer,Ethnic,Denim
Women,Triangle,Spring,Business,Satin
Men,Triangle,Summer,Gym/Sport,Polyester
Women,Inverted Triangle,Spring,Business,Rayon
Men,V-Shape,Spring,Party,Twill
Women,Hourglass,Summer,Business,Linen
Men,Rectangle,Spring,Business,Twill
Men,Triangle,Spring,Business,Wool
Women,Hourglass,Winter,Business,Cotton
Men,V-Shape,Spring,Business,Wool
Women,Round,Spring,Ethnic,Rayon
Men,V-Shape,Winter,Party,Twill
Men,Rectangle,Winter,Ethnic,Twill
Men,Triangle,Spring,Gym/Sport,Twill
Women,Hourglass,Autumn,Business,Cotton
Women,Hourglass,Autumn,Business,Velvet
Women,Hourglass,Autumn,Gym/Sport,Denim
Men,Triangle,Winter,Business,Denim
Women,Triangle,Autumn,Ethnic,Cotton
Men,Apple,Summer,Ethnic,Wool
Women,Inverted Triangle,Autumn,Casual,Denim
Women,Round,Summer,Casual,Denim
Women,Rectangle,Autumn,Party,Rayon
Men,Rectangle,Winter,Gym/Sport,Linen
Women,Round,Summer,Business,Cotton
Women,Triangle,Summer,Ethnic,Denim
Women,Rectangle,Winter,Gym/Sport,Chiffon
Women,Rectangle,Summer,Ethnic,Satin
Women,Rectangle,Winter,Casual,Denim
Women,Round,Spring,Party,Velvet
Women,Round,Autumn,Gym/Sport,Linen
Women,Hourglass,Winter,Gym/Sport,Chiffon
Women,Inverted Triangle,Autumn,Casual,Cotton
Women,Rectangle,Autumn,Casual,Cotton
Men,Triangle,Autumn,Casual,Wool
Men,Triangle,Autumn,Gym/Sport,Twill
Women,Rectangle,Autumn,Gym/Sport,Silk
Men,Apple,Summer,Ethnic,Twill
Men,Rectangle,Autumn,Ethnic,Twill
Men,Apple,Spring,Party,Cotton
Men,V-Shape,Winter,Ethnic,Twill
Women,Hourglass,Winter,Gym/Sport,Denim
Women,Triangle,Winter,Business,Denim
Women,Rectangle,Spring,Gym/Sport,Linen
Women,Triangle,Spring,Gym/Sport,Cotton
Men,Triangle,Winter,Gym/Sport,Denim
Men,Apple,Autumn,Business,Cotton
Men,Triangle,Summer,Party,Linen
Men,Rectangle,Spring,Casual,Polyester
Women,Hourglass,Spring,Casual,Velvet
Women,Rectangle,Autumn,Ethnic,Silk
Men,V-Shape,Spring,Business,Twill
Women,Hourglass,Autumn,Ethnic,Satin
Women,Rectangle,Winter,Party,Chiffon
Men,Rectangle,Winter,Casual,Twill
Men,V-Shape,Spring,Party,Denim
Men,Apple,Spring,Party,Denim
Men,Rectangle,Winter,Ethnic,Linen
Women,Triangle,Autumn,Business,Linen
Men,V-Shape,Spring,Ethnic,Linen
Women,Hourglass,Winter,Business,Linen
Men,Rectangle,Autumn,Gym/Sport,Wool
Men,V-Shape,Autumn,Ethnic,Twill
Women,Hourglass,Summer,Casual,Denim
Men,Rectangle,Summer,Business,Linen
Women,Hourglass,Summer,Business,Denim
Women,Hourglass,Summer,Business,Velvet
Women,Round,Spring,Business,Rayon
Women,Round,Summer,Party,Rayon
Men,Rectangle,Summer,Ethnic,Twill
Men,Triangle,Autumn,Gym/Sport,Twill
Men,Triangle,Winter,Business,Polyester
Women,Round,Winter,Gym/Sport,Rayon
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Hourglass,Autumn,Casual,Linen
Women,Round,Winter,Business,Chiffon
Women,Round,Autumn,Business,Cotton
Men,Apple,Summer,Business,Linen
Women,Round,Winter,Business,Satin
Women,Inverted Triangle,Summer,Casual,Denim
Men,Rectangle,Winter,Gym/Sport,Linen
Women,Rectangle,Autumn,Gym/Sport,Cotton
Women,Inverted Triangle,Spring,Ethnic,Silk
Women,Round,Winter,Casual,Rayon
Men,Triangle,Summer,Business,Polyester
Women,Inverted Triangle,Winter,Business,Chiffon
Men,Triangle,Summer,Business,Denim
Men,Rectangle,Summer,Casual,Polyester
Men,Apple,Spring,Ethnic,Cotton
Men,V-Shape,Winter,Ethnic,Twill
Men,Rectangle,Winter,Ethnic,Twill
Men,Triangle,Autumn,Party,Polyester
Women,Inverted Triangle,Winter,Ethnic,Silk
Men,Triangle,Autumn,Casual,Cotton
Women,Inverted Triangle,Autumn,Casual,Satin
Women,Rectangle,Autumn,Party,Silk
Women,Triangle,Summer,Ethnic,Linen
Men,Rectangle,Winter,Casual,Twill
Women,Round,Winter,Party,Cotton
Men,Apple,Spring,Business,Polyester
Men,Rectangle,Spring,Ethnic,Polyester
Women,Inverted Triangle,Summer,Casual,Denim
Men,Triangle,Spring,Party,Wool
Women,Hourglass,Autumn,Business,Linen
Women,Triangle,Winter,Party,Linen
Women,Triangle,Spring,Business,Velvet
Men,Apple,Winter,Gym/Sport,Twill
Women,Round,Winter,Ethnic,Satin
Women,Hourglass,Spring,Ethnic,Linen
Women,Inverted Triangle,Summer,Ethnic,Chiffon
Women,Inverted Triangle,Autumn,Ethnic,Rayon
Men,Rectangle,Summer,Party,Linen
Women,Rectangle,Spring,Ethnic,Satin
Men,Apple,Winter,Party,Denim
Men,Apple,Winter,Business,Denim
Women,Round,Autumn,Gym/Sport,Chiffon
Men,V-Shape,Winter,Casual,Twill
Women,Triangle,Autumn,Business,Cotton
Men,Rectangle,Summer,Party,Denim
Men,Rectangle,Autumn,Business,Polyester
Men,Rectangle,Autumn,Ethnic,Twill
Women,Triangle,Autumn,Ethnic,Chiffon
Men,V-Shape,Winter,Business,Wool
Women,Triangle,Spring,Gym/Sport,Denim
Men,V-Shape,Winter,Casual,Linen
Women,Hourglass,Summer,Business,Silk
Men,Apple,Spring,Party,Linen
Women,Hourglass,Summer,Ethnic,Denim
Men,V-Shape,Summer,Business,Wool
Women,Triangle,Autumn,Casual,Cotton
Men,Triangle,Spring,Business,Wool
Women,Hourglass,Summer,Ethnic,Silk
Men,Apple,Winter,Party,Twill
Women,Hourglass,Spring,Ethnic,Cotton
Women,Triangle,Winter,Party,Rayon
Men,V-Shape,Spring,Ethnic,Wool
Women,Round,Autumn,Gym/Sport,Linen
Women,Inverted Triangle,Summer,Gym/Sport,Denim
Men,V-Shape,Spring,Business,Linen
Women,Hourglass,Winter,Party,Silk
Men,V-Shape,Summer,Gym/Sport,Denim
Women,Triangle,Autumn,Gym/Sport,Velvet
Men,Apple,Winter,Business,Denim
Men,Rectangle,Summer,Gym/Sport,Cotton
Men,V-Shape,Autumn,Ethnic,Denim
Women,Triangle,Winter,Casual,Cotton
Women,Rectangle,Summer,Casual,Chiffon
Women,Round,Winter,Ethnic,Satin
Men,Triangle,Winter,Business,Denim
Men,Rectangle,Spring,Business,Denim
Women,Hourglass,Summer,Ethnic,Satin
Men,Triangle,Autumn,Casual,Twill
Women,Round,Autumn,Party,Velvet
Women,Round,Winter,Gym/Sport,Cotton
Men,V-Shape,Spring,Business,Twill
Women,Hourglass,Spring,Casual,Denim
Women,Round,Winter,Gym/Sport,Linen
Men,V-Shape,Autumn,Business,Twill
Men,V-Shape,Autumn,Party,Cotton
Men,Rectangle,Winter,Party,Denim
Women,Inverted Triangle,Spring,Ethnic,Satin
Men,Triangle,Spring,Business,Denim
Women,Rectangle,Summer,Business,Satin
Men,Rectangle,Autumn,Business,Denim
Women,Rectangle,Winter,Casual,Linen
Men,Apple,Winter,Business,Linen
Men,Triangle,Summer,Business,Cotton
Women,Rectangle,Winter,Casual,Silk
Men,Rectangle,Spring,Business,Cotton
Women,Round,Spring,Business,Chiffon
Men,V-Shape,Summer,Party,Cotton
Women,Inverted Triangle,Summer,Business,Linen
Men,Apple,Summer,Gym/Sport,Wool
Women,Triangle,Autumn,Party,Velvet
Men,Triangle,Autumn,Casual,Cotton
Women,Hourglass,Summer,Business,Chiffon
Men,Rectangle,Autumn,Casual,Polyester
Women,Inverted Triangle,Spring,Business,Rayon
Men,Triangle,Winter,Casual,Linen
Women,Triangle,Spring,Gym/Sport,Silk
Women,Triangle,Winter,Gym/Sport,Rayon
Men,Rectangle,Winter,Gym/Sport,Cotton
Men,Rectangle,Winter,Party,Denim
Women,Inverted Triangle,Summer,Business,Velvet
Men,V-Shape,Autumn,Party,Denim
Men,V-Shape,Autumn,Casual,Twill
Women,Rectangle,Autumn,Casual,Silk
Women,Round,Spring,Gym/Sport,Linen
Men,Rectangle,Spring,Party,Linen
Men,Triangle,Summer,Party,Wool
Women,Round,Autumn,Gym/Sport,Linen
Women,Hourglass,Summer,Casual,Silk
Men,Apple,Summer,Party,Linen
Men,Apple,Winter,Ethnic,Denim
Men,Rectangle,Autumn,Gym/Sport,Denim
Women,Rectangle,Spring,Gym/Sport,Linen
Men,Apple,Autumn,Casual,Wool
Men,V-Shape,Spring,Gym/Sport,Polyester
Men,Apple,Spring,Party,Linen
Men,Rectangle,Summer,Ethnic,Twill
Women,Triangle,Autumn,Casual,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Linen
Women,Triangle,Summer,Gym/Sport,Rayon
Women,Rectangle,Autumn,Business,Silk
Women,Triangle,Autumn,Ethnic,Denim
Men,Rectangle,Autumn,Gym/Sport,Twill
Women,Round,Winter,Casual,Cotton
Men,V-Shape,Spring,Ethnic,Twill
Women,Triangle,Winter,Casual,Chiffon
Men,Apple,Summer,Gym/Sport,Denim
Men,V-Shape,Spring,Party,Linen
Men,V-Shape,Autumn,Gym/Sport,Polyester
Women,Triangle,Autumn,Party,Linen
Men,Triangle,Summer,Party,Wool
Women,Rectangle,Summer,Ethnic,Satin
Women,Rectangle,Autumn,Ethnic,Rayon
Women,Hourglass,Summer,Ethnic,Velvet
Women,Round,Spring,Party,Velvet
Women,Hourglass,Autumn,Casual,Cotton
Women,Round,Summer,Ethnic,Linen
Men,Rectangle,Summer,Ethnic,Linen
Men,Rectangle,Autumn,Gym/Sport,Linen
Women,Rectangle,Autumn,Ethnic,Silk
Men,Triangle,Winter,Casual,Polyester
Men,V-Shape,Autumn,Casual,Cotton
Men,Rectangle,Spring,Ethnic,Polyester
Women,Round,Summer,Business,Linen
Women,Round,Summer,Party,Cotton
Men,V-Shape,Winter,Party,Polyester
Men,Apple,Winter,Party,Polyester
Men,Rectangle,Spring,Casual,Wool
Men,Apple,Summer,Ethnic,Polyester
Women,Inverted Triangle,Winter,Gym/Sport,Velvet
Women,Inverted Triangle,Summer,Gym/Sport,Satin
Women,Round,Autumn,Casual,Cotton
Women,Hourglass,Spring,Ethnic,Satin
Men,Triangle,Winter,Casual,Linen
Men,V-Shape,Summer,Ethnic,Polyester
Men,Apple,Winter,Ethnic,Linen
Women,Triangle,Spring,Gym/Sport,Silk
Men,V-Shape,Autumn,Casual,Wool
Women,Triangle,Winter,Business,Rayon
Women,Rectangle,Autumn,Business,Denim
Women,Round,Spring,Party,Chiffon
Men,V-Shape,Summer,Party,Polyester
Men,Apple,Autumn,Casual,Polyester
Men,Triangle,Summer,Gym/Sport,Linen
Men,Triangle,Summer,Ethnic,Twill
Men,Apple,Winter,Casual,Denim
Women,Triangle,Winter,Gym/Sport,Satin
Women,Hourglass,Autumn,Casual,Cotton
Women,Inverted Triangle,Spring,Ethnic,Cotton
Men,Triangle,Summer,Ethnic,Twill
Women,Rectangle,Winter,Gym/Sport,Denim
Women,Hourglass,Autumn,Gym/Sport,Denim
Men,Rectangle,Spring,Party,Denim
Men,Rectangle,Summer,Casual,Cotton
Men,Triangle,Summer,Party,Wool
Women,Triangle,Autumn,Gym/Sport,Silk
Women,Hourglass,Spring,Casual,Silk
Men,Rectangle,Winter,Business,Denim
Men,Apple,Autumn,Ethnic,Denim
Men,Triangle,Summer,Gym/Sport,Cotton
Men,Triangle,Summer,Casual,Polyester
Women,Hourglass,Spring,Casual,Velvet
Men,Apple,Summer,Business,Linen
Women,Round,Spring,Ethnic,Rayon
Men,Apple,Autumn,Business,Denim
Men,Rectangle,Spring,Ethnic,Linen
Men,V-Shape,Winter,Business,Denim
Men,Triangle,Summer,Casual,Twill
Men,Rectangle,Summer,Party,Wool
Men,Triangle,Summer,Ethnic,Twill
Men,Rectangle,Autumn,Casual,Denim
Men,Apple,Autumn,Gym/Sport,Polyester
Men,V-Shape,Spring,Gym/Sport,Cotton
Men,Rectangle,Winter,Casual,Wool
Women,Inverted Triangle,Summer,Ethnic,Chiffon
Men,Rectangle,Winter,Business,Wool
Men,V-Shape,Spring,Gym/Sport,Twill
Women,Inverted Triangle,Winter,Business,Cotton
Men,Apple,Winter,Party,Twill
Women,Inverted Triangle,Summer,Party,Chiffon
Men,Rectangle,Spring,Ethnic,Cotton
Women,Round,Spring,Ethnic,Cotton
Women,Rectangle,Spring,Ethnic,Satin
Men,V-Shape,Summer,Business,Denim
Men,Triangle,Spring,Gym/Sport,Linen
Men,Apple,Summer,Ethnic,Denim
Men,Rectangle,Autumn,Ethnic,Wool
Women,Triangle,Autumn,Business,Cotton
Men,Rectangle,Summer,Gym/Sport,Wool
Women,Rectangle,Winter,Ethnic,Cotton
Women,Round,Autumn,Business,Chiffon
Women,Round,Summer,Party,Rayon
Men,Rectangle,Autumn,Casual,Twill
Men,Rectangle,Summer,Business,Cotton
Women,Inverted Triangle,Autumn,Party,Satin
Men,Apple,Spring,Casual,Denim
Women,Round,Autumn,Casual,Cotton
Men,V-Shape,Spring,Ethnic,Twill
Women,Triangle,Winter,Ethnic,Chiffon
Women,Round,Autumn,Ethnic,Cotton
Women,Round,Autumn,Ethnic,Satin
Women,Round,Autumn,Business,Satin
Men,Rectangle,Spring,Party,Denim
Men,Triangle,Winter,Casual,Cotton
Men,Apple,Autumn,Ethnic,Cotton
Women,Rectangle,Spring,Casual,Rayon
Men,V-Shape,Autumn,Casual,Linen
Men,Apple,Winter,Gym/Sport,Denim
Men,Triangle,Spring,Ethnic,Twill
Women,Inverted Triangle,Autumn,Business,Rayon
Women,Triangle,Summer,Party,Denim
Women,Round,Autumn,Business,Cotton
Women,Triangle,Spring,Business,Velvet
Men,Triangle,Winter,Casual,Polyester
Men,Rectangle,Autumn,Party,Cotton
Men,Rectangle,Winter,Business,Polyester
Men,Apple,Winter,Party,Cotton
Men,Triangle,Autumn,Business,Wool
Men,Triangle,Summer,Party,Twill
Men,Rectangle,Summer,Business,Cotton
Men,V-Shape,Spring,Casual,Wool
Men,Triangle,Winter,Ethnic,Polyester
Women,Rectangle,Summer,Business,Denim
Men,Triangle,Autumn,Business,Polyester
Women,Inverted Triangle,Summer,Ethnic,Chiffon
Men,Apple,Autumn,Gym/Sport,Linen
Women,Triangle,Autumn,Ethnic,Silk
Men,V-Shape,Summer,Gym/Sport,Wool
Men,V-Shape,Spring,Business,Denim
Women,Rectangle,Winter,Ethnic,Satin
Men,V-Shape,Autumn,Ethnic,Linen
Men,Apple,Winter,Party,Denim
Women,Triangle,Spring,Gym/Sport,Cotton
Women,Hourglass,Winter,Gym/Sport,Satin
Women,Inverted Triangle,Winter,Casual,Satin
Men,Rectangle,Autumn,Ethnic,Polyester
Men,Rectangle,Autumn,Ethnic,Twill
Women,Round,Winter,Gym/Sport,Velvet
Men,V-Shape,Spring,Ethnic,Linen
Women,Rectangle,Autumn,Business,Denim
Men,V-Shape,Winter,Ethnic,Denim
Men,Triangle,Spring,Casual,Twill
Men,Triangle,Spring,Casual,Wool
Women,Triangle,Summer,Gym/Sport,Satin
Men,Rectangle,Spring,Casual,Twill
Women,Inverted Triangle,Autumn,Party,Chiffon
Women,Triangle,Spring,Party,Chiffon
Women,Hourglass,Spring,Ethnic,Cotton
Men,Apple,Winter,Casual,Linen
Women,Rectangle,Autumn,Casual,Velvet
Women,Triangle,Spring,Ethnic,Rayon
Men,Rectangle,Summer,Gym/Sport,Polyester
Women,Hourglass,Spring,Business,Silk
Women,Inverted Triangle,Autumn,Business,Rayon
Men,Triangle,Summer,Ethnic,Cotton
Men,Apple,Autumn,Casual,Polyester
Women,Rectangle,Summer,Ethnic,Chiffon
Women,Rectangle,Autumn,Business,Denim
Men,Triangle,Autumn,Party,Polyester
Men,Rectangle,Summer,Gym/Sport,Wool
Women,Round,Autumn,Business,Rayon
Men,Apple,Winter,Party,Cotton
Women,Rectangle,Summer,Ethnic,Linen
Women,Inverted Triangle,Spring,Casual,Velvet
Women,Inverted Triangle,Autumn,Business,Velvet
Men,Apple,Autumn,Gym/Sport,Cotton
Men,V-Shape,Winter,Business,Linen
Men,Triangle,Summer,Ethnic,Twill
Women,Rectangle,Winter,Ethnic,Satin
Men,V-Shape,Summer,Casual,Polyester
Men,V-Shape,Autumn,Casual,Twill
Women,Triangle,Summer,Gym/Sport,Chiffon
Women,Inverted Triangle,Autumn,Casual,Linen
Men,Rectangle,Summer,Ethnic,Wool
Men,V-Shape,Summer,Party,Wool
Men,V-Shape,Autumn,Business,Cotton
Women,Hourglass,Autumn,Ethnic,Denim
Women,Hourglass,Spring,Ethnic,Rayon
Women,Inverted Triangle,Winter,Ethnic,Cotton
Men,Triangle,Autumn,Casual,Polyester
Women,Inverted Triangle,Spring,Party,Denim
Men,V-Shape,Spring,Business,Wool
Men,Rectangle,Summer,Business,Denim
Men,V-Shape,Autumn,Gym/Sport,Linen
Men,Triangle,Winter,Party,Wool
Men,Triangle,Summer,Ethnic,Wool
Women,Inverted Triangle,Autumn,Ethnic,Chiffon
Women,Rectangle,Spring,Party,Linen
Women,Inverted Triangle,Winter,Casual,Chiffon
Men,Triangle,Autumn,Gym/Sport,Polyester
Men,Rectangle,Autumn,Gym/Sport,Linen
Men,Triangle,Summer,Casual,Linen
Men,Rectangle,Autumn,Casual,Cotton
Women,Rectangle,Winter,Gym/Sport,Rayon
Men,Triangle,Summer,Gym/Sport,Wool
Women,Round,Autumn,Casual,Silk
Men,Rectangle,Autumn,Casual,Linen
Men,Apple,Spring,Party,Wool
Women,Inverted Triangle,Winter,Party,Cotton
Women,Rectangle,Summer,Casual,Denim
Women,Rectangle,Winter,Party,Denim
Women,Round,Winter,Business,Linen
Men,Triangle,Winter,Casual,Cotton
Women,Round,Summer,Party,Denim
Men,Triangle,Spring,Business,Linen
Women,Triangle,Spring,Casual,Velvet
Women,Round,Spring,Casual,Denim
Women,Triangle,Spring,Party,Chiffon
Men,Triangle,Summer,Ethnic,Denim
Women,Hourglass,Spring,Casual,Cotton
Women,Inverted Triangle,Autumn,Casual,Velvet
Women,Triangle,Spring,Party,Chiffon
Women,Inverted Triangle,Summer,Business,Cotton
Women,Inverted Triangle,Spring,Business,Linen
Women,Triangle,Spring,Ethnic,Denim
Women,Round,Spring,Casual,Denim
Men,Apple,Winter,Party,Twill
Women,Round,Autumn,Party,Satin
Men,Rectangle,Spring,Party,Denim
Women,Round,Spring,Ethnic,Velvet
Women,Rectangle,Winter,Party,Velvet
Men,Triangle,Summer,Party,Cotton
Women,Rectangle,Summer,Business,Chiffon
Women,Round,Summer,Casual,Velvet
Men,Apple,Winter,Party,Polyester
Men,Apple,Spring,Casual,Polyester
Women,Round,Spring,Party,Silk
Women,Round,Autumn,Gym/Sport,Cotton
Women,Round,Autumn,Party,Denim
Women,Round,Summer,Business,Denim
Women,Hourglass,Spring,Party,Rayon
Men,Triangle,Autumn,Party,Polyester
Women,Rectangle,Autumn,Gym/Sport,Silk
Men,Rectangle,Winter,Party,Denim
Women,Hourglass,Autumn,Casual,Silk
Women,Hourglass,Summer,Ethnic,Chiffon
Men,Triangle,Spring,Business,Cotton
Men,Triangle,Summer,Business,Denim
Women,Rectangle,Spring,Casual,Silk
Men,V-Shape,Spring,Party,Cotton
Men,V-Shape,Autumn,Business,Denim
Women,Round,Spring,Ethnic,Cotton
Women,Round,Spring,Business,Denim
Men,Triangle,Winter,Ethnic,Cotton
Men,Triangle,Winter,Party,Denim
Women,Triangle,Autumn,Business,Velvet
Women,Hourglass,Summer,Casual,Silk
Men,Rectangle,Winter,Gym/Sport,Wool
Women,Round,Autumn,Ethnic,Rayon
Women,Rectangle,Winter,Ethnic,Satin
Men,Rectangle,Summer,Ethnic,Cotton
Men,V-Shape,Winter,Gym/Sport,Polyester
Women,Triangle,Summer,Casual,Linen
Women,Round,Spring,Casual,Rayon
Women,Triangle,Autumn,Business,Chiffon
Women,Hourglass,Autumn,Business,Silk
Women,Triangle,Winter,Gym/Sport,Satin
Men,Triangle,Autumn,Business,Linen
Women,Round,Summer,Ethnic,Silk
Women,Rectangle,Summer,Ethnic,Velvet
Women,Rectangle,Spring,Business,Cotton
Men,Apple,Summer,Party,Polyester
Women,Round,Autumn,Casual,Satin
Women,Round,Winter,Gym/Sport,Satin
Women,Round,Autumn,Party,Velvet
Women,Inverted Triangle,Autumn,Gym/Sport,Satin
Men,Apple,Autumn,Business,Wool
Women,Inverted Triangle,Winter,Business,Linen
Men,V-Shape,Summer,Ethnic,Twill
Women,Round,Autumn,Casual,Velvet
Women,Hourglass,Spring,Ethnic,Satin
Women,Rectangle,Spring,Business,Chiffon
Women,Round,Summer,Ethnic,Chiffon
Men,Rectangle,Summer,Business,Twill
Men,Triangle,Spring,Ethnic,Cotton
Men,Rectangle,Summer,Ethnic,Polyester
Women,Round,Autumn,Gym/Sport,Rayon
Men,V-Shape,Summer,Casual,Twill
Women,Hourglass,Winter,Party,Velvet
Women,Rectangle,Spring,Party,Linen
Women,Triangle,Summer,Business,Linen
Women,Round,Spring,Business,Velvet
Women,Triangle,Spring,Party,Cotton
Women,Round,Spring,Gym/Sport,Rayon
Women,Hourglass,Spring,Casual,Velvet
Women,Inverted Triangle,Summer,Ethnic,Linen
Women,Inverted Triangle,Summer,Business,Chiffon
Women,Hourglass,Summer,Casual,Rayon
Men,Triangle,Autumn,Ethnic,Polyester
Men,Rectangle,Autumn,Business,Polyester
Women,Inverted Triangle,Winter,Business,Silk
Women,Inverted Triangle,Spring,Gym/Sport,Chiffon
Men,Rectangle,Spring,Ethnic,Cotton
Women,Hourglass,Spring,Casual,Rayon
Women,Rectangle,Summer,Ethnic,Velvet
Men,Apple,Summer,Party,Linen
Women,Round,Summer,Party,Linen
Men,Triangle,Summer,Casual,Linen
Men,Rectangle,Spring,Gym/Sport,Twill
Women,Inverted Triangle,Winter,Casual,Silk
Women,Inverted Triangle,Summer,Ethnic,Rayon
Men,Rectangle,Summer,Gym/Sport,Twill
Women,Round,Autumn,Gym/Sport,Chiffon
Women,Triangle,Winter,Business,Silk
Women,Hourglass,Summer,Casual,Velvet
Men,Apple,Spring,Party,Denim
Women,Hourglass,Summer,Ethnic,Cotton
Men,Apple,Spring,Ethnic,Cotton
Men,V-Shape,Autumn,Casual,Polyester
Women,Hourglass,Autumn,Business,Rayon
Men,V-Shape,Spring,Business,Twill
Men,Rectangle,Winter,Casual,Cotton
Men,Apple,Spring,Casual,Polyester
Men,Rectangle,Summer,Business,Cotton
Women,Rectangle,Autumn,Party,Linen
Women,Hourglass,Autumn,Casual,Chiffon
Men,V-Shape,Summer,Business,Cotton
Men,Triangle,Winter,Gym/Sport,Linen
Men,Rectangle,Autumn,Ethnic,Twill
Men,Apple,Spring,Business,Twill
Women,Hourglass,Winter,Business,Denim
Men,V-Shape,Spring,Ethnic,Linen
Men,Apple,Spring,Business,Denim
Women,Inverted Triangle,Winter,Party,Linen
Women,Triangle,Summer,Ethnic,Rayon
Women,Rectangle,Autumn,Ethnic,Satin
Men,Triangle,Summer,Business,Cotton
Men,V-Shape,Spring,Gym/Sport,Twill
Women,Rectangle,Spring,Casual,Linen
Women,Rectangle,Autumn,Party,Rayon
Men,Triangle,Winter,Ethnic,Denim
Men,Apple,Spring,Gym/Sport,Cotton
Men,Rectangle,Spring,Casual,Twill
Women,Inverted Triangle,Autumn,Ethnic,Velvet
Men,Triangle,Autumn,Business,Twill
Women,Inverted Triangle,Winter,Party,Rayon
Women,Round,Winter,Party,Silk
Men,Apple,Summer,Gym/Sport,Denim
Men,Rectangle,Summer,Casual,Linen
Women,Triangle,Autumn,Business,Linen
Men,V-Shape,Winter,Business,Polyester
Women,Inverted Triangle,Winter,Business,Velvet
