gender,body_type,season,occasion,lower_wear,color
Women,Inverted Triangle,Summer,Casual,Leggings,Purple
Men,Apple,Autumn,Ethnic,Track Pants,Blue
Men,V-Shape,Winter,Business,Shorts,Purple
Men,Rectangle,Summer,Ethnic,Chinos,Grey
Women,Triangle,Spring,Casual,Palazzo,Beige
Men,Triangle,Spring,Gym/Sport,Formal Pants,Black
Women,Triangle,Summer,Ethnic,Skirt,Pink
Men,V-Shape,Spring,Business,Chinos,Navy Blue
Men,Apple,Spring,Casual,Chinos,Olive
Women,Rectangle,Summer,Ethnic,Sharara,Purple
Women,Rectangle,Winter,Ethnic,Salwar,Grey
Men,Rectangle,Winter,Gym/Sport,Chinos,Black
Women,Round,Summer,Gym/Sport,Salwar,Blue
Men,Apple,Winter,Business,Trousers,Brown
Men,Triangle,Summer,Casual,Jeans,White
Women,Hourglass,Spring,Gym/Sport,Salwar,Red
Women,Rectangle,Autumn,Business,Sharara,Black
Women,Rectangle,Winter,Casual,Salwar,Black
Women,Triangle,Autumn,Casual,Leggings,Beige
Men,Triangle,Winter,Gym/Sport,Trousers,Beige
Men,Apple,Summer,Casual,Trousers,Navy Blue
Men,V-Shape,Spring,Casual,Track Pants,Beige
Men,V-Shape,Summer,Gym/Sport,Kurta Pajama,Red
Men,Triangle,Spring,Party,Chinos,Pink
Women,Inverted Triangle,Spring,Gym/Sport,Skirt,Red
Women,Inverted Triangle,Summer,Casual,Skirt,Navy Blue
Men,Triangle,Spring,Business,Trousers,Navy Blue
Women,Hourglass,Autumn,Party,Jeans,Beige
Women,Round,Autumn,Ethnic,Trousers,Navy Blue
Men,Triangle,Spring,Business,Chinos,Olive
Men,V-Shape,Summer,Business,Chinos,Brown
Men,Triangle,Winter,Business,Formal Pants,Pink
Men,Apple,Winter,Gym/Sport,Trousers,Brown
Women,Hourglass,Summer,Business,Trousers,Olive
Women,Inverted Triangle,Autumn,Gym/Sport,Jeans,Grey
Women,Hourglass,Winter,Gym/Sport,Leggings,Black
Men,Apple,Summer,Casual,Kurta Pajama,Brown
Women,Rectangle,Summer,Business,Skirt,Pink
Men,Apple,Autumn,Gym/Sport,Formal Pants,Navy Blue
Women,Rectangle,Spring,Ethnic,Palazzo,Black
Men,Triangle,Spring,Business,Formal Pants,Beige
Women,Rectangle,Spring,Business,Salwar,Blue
Women,Hourglass,Summer,Business,Sharara,Brown
Men,Apple,Summer,Casual,Track Pants,Red
Women,Triangle,Autumn,Party,Sharara,Beige
Women,Hourglass,Winter,Casual,Salwar,Brown
Women,Rectangle,Winter,Ethnic,Sharara,White
Men,Rectangle,Autumn,Gym/Sport,Kurta Pajama,Red
Men,Apple,Summer,Party,Track Pants,Navy Blue
Men,Triangle,Spring,Business,Shorts,Purple
Men,Rectangle,Autumn,Gym/Sport,Chinos,Navy Blue
Women,Inverted Triangle,Spring,Party,Palazzo,White
Women,Round,Spring,Business,Trousers,Red
Men,Rectangle,Winter,Business,Shorts,Pink
Women,Hourglass,Summer,Ethnic,Salwar,White
Men,V-Shape,Autumn,Party,Chinos,Grey
Men,Apple,Spring,Party,Jeans,Olive
Men,Triangle,Winter,Ethnic,Jeans,Pink
Women,Hourglass,Winter,Gym/Sport,Jeans,Red
Women,Rectangle,Spring,Party,Sharara,Blue
Women,Round,Winter,Party,Sharara,Black
Women,Triangle,Autumn,Gym/Sport,Palazzo,Brown
Men,V-Shape,Spring,Gym/Sport,Jeans,Pink
Women,Triangle,Summer,Business,Jeans,White
Men,Apple,Winter,Ethnic,Kurta Pajama,Black
Men,Rectangle,Winter,Casual,Formal Pants,Purple
Women,Rectangle,Winter,Party,Trousers,White
Women,Rectangle,Summer,Ethnic,Leggings,Purple
Women,Triangle,Winter,Casual,Jeans,Grey
Men,Rectangle,Spring,Business,Chinos,Grey
Women,Inverted Triangle,Autumn,Ethnic,Salwar,Black
Men,V-Shape,Winter,Business,Formal Pants,Purple
Women,Triangle,Winter,Casual,Trousers,Black
Women,Round,Winter,Casual,Salwar,White
Men,Rectangle,Autumn,Casual,Formal Pants,Purple
Men,Triangle,Autumn,Business,Shorts,Pink
Women,Rectangle,Summer,Ethnic,Salwar,Olive
Men,Rectangle,Spring,Gym/Sport,Chinos,Purple
Women,Hourglass,Autumn,Ethnic,Jeans,Navy Blue
Men,Triangle,Spring,Ethnic,Chinos,Black
Women,Rectangle,Winter,Gym/Sport,Salwar,Purple
Women,Round,Summer,Casual,Sharara,Olive
Women,Hourglass,Summer,Casual,Trousers,Black
Men,Triangle,Summer,Party,Kurta Pajama,Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Trousers,White
Women,Rectangle,Winter,Casual,Jeans,Olive
Women,Hourglass,Summer,Ethnic,Sharara,Black
Women,Inverted Triangle,Spring,Gym/Sport,Salwar,Red
Women,Rectangle,Winter,Business,Leggings,White
Men,V-Shape,Autumn,Party,Chinos,Navy Blue
Men,V-Shape,Spring,Casual,Kurta Pajama,Beige
Men,Triangle,Autumn,Gym/Sport,Shorts,Red
Men,V-Shape,Winter,Business,Kurta Pajama,Red
Women,Rectangle,Autumn,Business,Palazzo,Grey
Men,Rectangle,Winter,Gym/Sport,Trousers,Black
Men,Triangle,Winter,Party,Kurta Pajama,Grey
Men,Triangle,Autumn,Party,Formal Pants,Red
Women,Hourglass,Autumn,Party,Salwar,Purple
Men,V-Shape,Winter,Casual,Track Pants,Olive
Men,Rectangle,Spring,Ethnic,Kurta Pajama,White
Men,Apple,Spring,Ethnic,Chinos,Grey
Men,Rectangle,Summer,Gym/Sport,Chinos,Blue
Men,V-Shape,Summer,Ethnic,Kurta Pajama,Purple
Women,Round,Spring,Gym/Sport,Salwar,Grey
Men,Triangle,Autumn,Business,Chinos,Grey
Women,Round,Autumn,Casual,Palazzo,Grey
Women,Round,Summer,Gym/Sport,Jeans,Olive
Men,V-Shape,Spring,Party,Trousers,Black
Men,Rectangle,Spring,Business,Shorts,Purple
Men,Rectangle,Autumn,Party,Kurta Pajama,Black
Men,Apple,Autumn,Casual,Kurta Pajama,Black
Women,Round,Spring,Ethnic,Trousers,Red
Women,Inverted Triangle,Autumn,Casual,Sharara,Red
Men,Triangle,Spring,Ethnic,Shorts,Grey
Men,V-Shape,Winter,Casual,Chinos,Red
Men,Triangle,Winter,Casual,Track Pants,Pink
Women,Rectangle,Spring,Business,Salwar,Beige
Women,Hourglass,Autumn,Business,Salwar,Purple
Men,Triangle,Winter,Casual,Track Pants,Purple
Women,Rectangle,Spring,Casual,Sharara,Brown
Women,Round,Spring,Gym/Sport,Palazzo,Black
Men,V-Shape,Summer,Business,Chinos,Purple
Women,Hourglass,Spring,Party,Salwar,Beige
Men,V-Shape,Winter,Casual,Kurta Pajama,Pink
Women,Rectangle,Summer,Casual,Sharara,Grey
Men,Apple,Spring,Gym/Sport,Kurta Pajama,Black
Women,Triangle,Winter,Business,Trousers,Brown
Women,Triangle,Spring,Business,Jeans,Grey
Women,Inverted Triangle,Autumn,Party,Jeans,Blue
Women,Rectangle,Summer,Business,Palazzo,White
Women,Round,Autumn,Business,Sharara,Beige
Men,V-Shape,Winter,Gym/Sport,Track Pants,Red
Men,Rectangle,Autumn,Casual,Trousers,Brown
Women,Inverted Triangle,Summer,Business,Palazzo,Olive
Women,Rectangle,Spring,Casual,Sharara,Pink
Women,Inverted Triangle,Winter,Ethnic,Salwar,Grey
Men,Rectangle,Summer,Business,Trousers,Navy Blue
Women,Inverted Triangle,Summer,Ethnic,Palazzo,Pink
Women,Triangle,Spring,Gym/Sport,Trousers,Navy Blue
Men,Triangle,Spring,Ethnic,Kurta Pajama,Purple
Men,Rectangle,Spring,Gym/Sport,Trousers,Beige
Men,Apple,Summer,Party,Jeans,Olive
Women,Triangle,Spring,Business,Skirt,Black
Men,Apple,Winter,Business,Trousers,Red
Women,Round,Summer,Party,Skirt,Olive
Women,Triangle,Spring,Casual,Trousers,White
Men,Rectangle,Winter,Party,Trousers,White
Men,V-Shape,Spring,Party,Trousers,Pink
Women,Round,Spring,Gym/Sport,Leggings,Pink
Men,Triangle,Autumn,Casual,Trousers,White
Women,Round,Summer,Party,Leggings,Brown
Women,Round,Spring,Ethnic,Salwar,Red
Women,Triangle,Spring,Party,Sharara,Red
Women,Rectangle,Spring,Party,Sharara,White
Women,Rectangle,Spring,Gym/Sport,Palazzo,White
Women,Rectangle,Autumn,Business,Salwar,Olive
Women,Rectangle,Winter,Party,Salwar,Purple
Men,Apple,Spring,Business,Jeans,Grey
Women,Round,Summer,Business,Jeans,Red
Women,Rectangle,Summer,Party,Salwar,Grey
Women,Inverted Triangle,Autumn,Ethnic,Palazzo,Brown
Women,Triangle,Winter,Business,Sharara,White
Men,Triangle,Summer,Ethnic,Jeans,Purple
Women,Hourglass,Spring,Casual,Skirt,Olive
Women,Inverted Triangle,Autumn,Casual,Jeans,Beige
Men,Rectangle,Winter,Party,Formal Pants,Black
Women,Hourglass,Autumn,Gym/Sport,Palazzo,Red
Women,Rectangle,Spring,Gym/Sport,Leggings,Grey
Men,Apple,Autumn,Ethnic,Trousers,Navy Blue
Women,Triangle,Summer,Ethnic,Salwar,Navy Blue
Women,Hourglass,Autumn,Party,Trousers,Navy Blue
Women,Triangle,Spring,Business,Trousers,White
Men,Triangle,Spring,Party,Jeans,Blue
Men,Rectangle,Winter,Gym/Sport,Formal Pants,Olive
Men,Apple,Autumn,Party,Shorts,Black
Men,V-Shape,Autumn,Business,Kurta Pajama,Pink
Women,Round,Winter,Party,Salwar,Red
Men,Rectangle,Spring,Gym/Sport,Kurta Pajama,Black
Men,Rectangle,Summer,Business,Chinos,Navy Blue
Men,Rectangle,Autumn,Ethnic,Track Pants,Purple
Women,Round,Summer,Party,Sharara,Blue
Men,Rectangle,Spring,Casual,Formal Pants,Purple
Men,Triangle,Autumn,Gym/Sport,Jeans,Olive
Men,Rectangle,Summer,Casual,Trousers,Beige
Women,Hourglass,Autumn,Gym/Sport,Skirt,Pink
Women,Hourglass,Winter,Ethnic,Leggings,Olive
Women,Triangle,Spring,Business,Trousers,Brown
Women,Hourglass,Spring,Party,Trousers,Pink
Men,Apple,Spring,Casual,Kurta Pajama,Blue
Women,Round,Autumn,Party,Sharara,Blue
Women,Hourglass,Summer,Business,Trousers,Brown
Men,Rectangle,Summer,Business,Trousers,White
Men,Rectangle,Winter,Casual,Chinos,Pink
Men,Rectangle,Spring,Party,Kurta Pajama,Beige
Men,V-Shape,Summer,Ethnic,Formal Pants,Beige
Women,Round,Summer,Casual,Trousers,Black
Men,V-Shape,Summer,Business,Shorts,Purple
Women,Inverted Triangle,Spring,Business,Jeans,Beige
Women,Triangle,Autumn,Party,Jeans,Beige
Women,Round,Autumn,Ethnic,Salwar,Blue
Women,Triangle,Autumn,Ethnic,Skirt,Red
Men,Rectangle,Summer,Gym/Sport,Trousers,Purple
Women,Hourglass,Autumn,Ethnic,Sharara,Purple
Men,Rectangle,Summer,Casual,Shorts,Olive
Women,Triangle,Autumn,Casual,Trousers,Grey
Men,Triangle,Winter,Ethnic,Jeans,Purple
Men,Rectangle,Summer,Business,Track Pants,Red
Women,Triangle,Summer,Gym/Sport,Salwar,Navy Blue
Men,V-Shape,Summer,Casual,Kurta Pajama,Grey
Women,Triangle,Spring,Party,Jeans,Beige
Men,Apple,Spring,Business,Chinos,Pink
Women,Hourglass,Autumn,Gym/Sport,Sharara,Purple
Men,Triangle,Autumn,Casual,Kurta Pajama,Purple
Men,Rectangle,Summer,Party,Kurta Pajama,Beige
Men,Apple,Winter,Casual,Chinos,White
Women,Rectangle,Winter,Ethnic,Salwar,Black
Men,Apple,Autumn,Gym/Sport,Jeans,Beige
Men,Triangle,Autumn,Party,Track Pants,Purple
Men,Apple,Summer,Casual,Formal Pants,Grey
Men,Triangle,Winter,Gym/Sport,Shorts,Navy Blue
Men,Rectangle,Spring,Party,Chinos,Navy Blue
Women,Triangle,Winter,Party,Leggings,Beige
Men,Triangle,Autumn,Business,Chinos,White
Women,Triangle,Spring,Gym/Sport,Palazzo,White
Men,Apple,Autumn,Gym/Sport,Formal Pants,Navy Blue
Women,Rectangle,Winter,Ethnic,Palazzo,Navy Blue
Women,Rectangle,Summer,Business,Sharara,Purple
Men,V-Shape,Summer,Business,Shorts,Purple
Women,Inverted Triangle,Autumn,Business,Leggings,Navy Blue
Men,Rectangle,Spring,Gym/Sport,Formal Pants,Pink
Men,Triangle,Summer,Gym/Sport,Trousers,Red
Women,Round,Spring,Party,Trousers,Olive
Women,Round,Winter,Ethnic,Leggings,Purple
Men,Apple,Winter,Business,Jeans,Brown
Men,Apple,Summer,Gym/Sport,Trousers,Purple
Men,Rectangle,Autumn,Business,Chinos,Blue
Men,V-Shape,Spring,Gym/Sport,Shorts,Blue
Women,Round,Winter,Gym/Sport,Trousers,Red
Men,Triangle,Spring,Gym/Sport,Track Pants,Red
Men,Apple,Winter,Business,Trousers,Black
Women,Triangle,Autumn,Casual,Palazzo,Pink
Men,V-Shape,Autumn,Casual,Shorts,Purple
Men,Apple,Spring,Business,Kurta Pajama,Purple
Women,Hourglass,Autumn,Ethnic,Leggings,Pink
Men,V-Shape,Spring,Casual,Formal Pants,Black
Women,Hourglass,Spring,Gym/Sport,Salwar,Navy Blue
Men,Triangle,Summer,Business,Track Pants,White
Women,Inverted Triangle,Spring,Business,Leggings,Pink
Women,Hourglass,Autumn,Business,Jeans,Beige
Women,Triangle,Autumn,Gym/Sport,Skirt,White
Men,Triangle,Autumn,Business,Track Pants,Navy Blue
Men,V-Shape,Winter,Party,Formal Pants,Pink
Men,Triangle,Autumn,Casual,Trousers,Black
Men,Apple,Winter,Gym/Sport,Chinos,White
Men,Triangle,Spring,Casual,Jeans,Olive
Men,Triangle,Autumn,Business,Track Pants,Beige
Men,Triangle,Winter,Business,Track Pants,Red
Men,V-Shape,Autumn,Gym/Sport,Formal Pants,Blue
Men,V-Shape,Autumn,Ethnic,Trousers,Olive
Men,V-Shape,Spring,Gym/Sport,Chinos,Blue
Women,Hourglass,Winter,Gym/Sport,Palazzo,Black
Men,V-Shape,Winter,Gym/Sport,Trousers,Olive
Men,V-Shape,Winter,Ethnic,Jeans,Olive
Women,Hourglass,Winter,Party,Skirt,Red
Men,Rectangle,Summer,Ethnic,Jeans,Grey
Women,Rectangle,Summer,Business,Salwar,Brown
Men,V-Shape,Spring,Party,Kurta Pajama,White
Men,Rectangle,Winter,Ethnic,Jeans,Purple
Men,Apple,Spring,Casual,Kurta Pajama,Olive
Men,V-Shape,Spring,Party,Track Pants,Olive
Women,Hourglass,Spring,Party,Jeans,Beige
Men,Rectangle,Summer,Gym/Sport,Formal Pants,Olive
Women,Triangle,Autumn,Casual,Skirt,Olive
Men,Rectangle,Summer,Business,Track Pants,Olive
Men,Rectangle,Autumn,Gym/Sport,Jeans,Navy Blue
Women,Inverted Triangle,Winter,Gym/Sport,Sharara,Brown
Men,V-Shape,Winter,Party,Shorts,Pink
Women,Inverted Triangle,Winter,Party,Salwar,Grey
Men,Apple,Autumn,Gym/Sport,Track Pants,Grey
Men,Rectangle,Winter,Casual,Chinos,Navy Blue
Men,Rectangle,Summer,Ethnic,Kurta Pajama,Navy Blue
Men,V-Shape,Winter,Ethnic,Formal Pants,Purple
Women,Hourglass,Summer,Party,Sharara,White
Women,Rectangle,Spring,Casual,Jeans,Black
Men,V-Shape,Summer,Ethnic,Chinos,Black
Women,Rectangle,Summer,Business,Jeans,Navy Blue
Women,Round,Spring,Party,Jeans,Brown
Men,Apple,Summer,Business,Formal Pants,Pink
Men,V-Shape,Spring,Business,Trousers,Pink
Women,Round,Winter,Business,Sharara,Purple
Men,Rectangle,Spring,Ethnic,Track Pants,Purple
Women,Hourglass,Summer,Business,Skirt,Brown
Men,V-Shape,Spring,Business,Kurta Pajama,Blue
Women,Inverted Triangle,Winter,Casual,Skirt,Brown
Men,Rectangle,Winter,Ethnic,Shorts,Purple
Women,Round,Spring,Party,Sharara,Grey
Women,Rectangle,Autumn,Party,Sharara,Beige
Women,Inverted Triangle,Spring,Casual,Palazzo,Beige
Women,Hourglass,Summer,Gym/Sport,Salwar,Grey
Women,Triangle,Winter,Ethnic,Trousers,Brown
Women,Inverted Triangle,Winter,Ethnic,Leggings,Navy Blue
Women,Triangle,Summer,Casual,Sharara,Navy Blue
Women,Round,Summer,Ethnic,Palazzo,Black
Men,Apple,Summer,Gym/Sport,Formal Pants,Beige
Women,Inverted Triangle,Spring,Gym/Sport,Jeans,White
Women,Triangle,Spring,Business,Jeans,Black
Men,Triangle,Spring,Business,Formal Pants,Pink
Men,Apple,Autumn,Casual,Chinos,Beige
Men,Apple,Autumn,Ethnic,Chinos,Purple
Men,Rectangle,Autumn,Party,Trousers,Navy Blue
Women,Inverted Triangle,Winter,Ethnic,Palazzo,Purple
Men,Rectangle,Spring,Casual,Trousers,Blue
Women,Hourglass,Summer,Party,Skirt,Pink
Men,Triangle,Autumn,Party,Chinos,White
Men,V-Shape,Autumn,Casual,Jeans,Purple
Women,Triangle,Spring,Gym/Sport,Leggings,Blue
Women,Inverted Triangle,Summer,Business,Trousers,Pink
Men,Apple,Summer,Ethnic,Track Pants,Navy Blue
Men,Rectangle,Winter,Gym/Sport,Track Pants,Pink
Women,Triangle,Winter,Party,Palazzo,Red
Women,Inverted Triangle,Autumn,Business,Jeans,Grey
Men,V-Shape,Spring,Business,Shorts,Red
Women,Inverted Triangle,Autumn,Party,Trousers,Beige
Women,Round,Winter,Party,Leggings,Brown
Women,Hourglass,Winter,Ethnic,Skirt,Navy Blue
Women,Inverted Triangle,Spring,Party,Skirt,Blue
Men,V-Shape,Winter,Ethnic,Track Pants,Beige
Men,V-Shape,Autumn,Gym/Sport,Track Pants,Navy Blue
Men,V-Shape,Winter,Party,Shorts,Grey
Men,Triangle,Winter,Casual,Jeans,Grey
Men,Triangle,Winter,Gym/Sport,Kurta Pajama,White
Men,V-Shape,Summer,Business,Formal Pants,White
Women,Inverted Triangle,Summer,Business,Jeans,Brown
Women,Rectangle,Autumn,Business,Trousers,White
Women,Hourglass,Autumn,Party,Jeans,Olive
Men,V-Shape,Winter,Business,Formal Pants,Pink
Women,Rectangle,Autumn,Ethnic,Palazzo,Brown
Men,Triangle,Summer,Gym/Sport,Chinos,Grey
Women,Hourglass,Summer,Ethnic,Jeans,Red
Men,Apple,Spring,Business,Trousers,Grey
Men,Triangle,Autumn,Gym/Sport,Trousers,Brown
Women,Inverted Triangle,Summer,Ethnic,Trousers,Navy Blue
Women,Rectangle,Winter,Business,Salwar,Olive
Men,V-Shape,Autumn,Gym/Sport,Trousers,Pink
Women,Hourglass,Autumn,Casual,Palazzo,Black
Men,V-Shape,Summer,Gym/Sport,Formal Pants,Red
Women,Inverted Triangle,Summer,Gym/Sport,Salwar,Blue
Women,Triangle,Spring,Gym/Sport,Sharara,Black
Men,Triangle,Spring,Ethnic,Track Pants,Purple
Men,Triangle,Spring,Gym/Sport,Shorts,Purple
Women,Triangle,Autumn,Business,Salwar,Purple
Women,Round,Summer,Casual,Leggings,Purple
Women,Rectangle,Winter,Ethnic,Jeans,Brown
Men,Rectangle,Spring,Party,Trousers,Purple
Men,Apple,Autumn,Business,Kurta Pajama,White
Women,Rectangle,Autumn,Casual,Palazzo,Pink
Women,Hourglass,Spring,Casual,Leggings,White
Men,Apple,Winter,Ethnic,Chinos,Pink
Women,Triangle,Summer,Ethnic,Trousers,Red
Women,Inverted Triangle,Spring,Party,Salwar,Pink
Women,Round,Spring,Gym/Sport,Skirt,Black
Women,Hourglass,Summer,Casual,Skirt,Brown
Men,V-Shape,Winter,Ethnic,Kurta Pajama,Pink
Women,Round,Winter,Ethnic,Palazzo,Grey
Men,Triangle,Autumn,Ethnic,Shorts,Olive
Men,Apple,Summer,Ethnic,Trousers,Red
Women,Round,Spring,Business,Palazzo,Brown
Men,Rectangle,Winter,Casual,Shorts,Pink
Men,Rectangle,Summer,Casual,Trousers,Black
Women,Round,Spring,Ethnic,Sharara,Black
Women,Triangle,Autumn,Business,Trousers,Beige
Men,Apple,Winter,Business,Trousers,Olive
Women,Hourglass,Winter,Casual,Jeans,Beige
Women,Hourglass,Spring,Casual,Trousers,Pink
Women,Round,Winter,Business,Leggings,Navy Blue
Men,Apple,Autumn,Casual,Track Pants,Navy Blue
Women,Hourglass,Spring,Ethnic,Skirt,Pink
Men,V-Shape,Winter,Party,Chinos,Navy Blue
Women,Hourglass,Summer,Casual,Leggings,Navy Blue
Men,Triangle,Summer,Casual,Chinos,Blue
Men,Apple,Spring,Ethnic,Trousers,Blue
Women,Triangle,Autumn,Casual,Jeans,Purple
Men,V-Shape,Autumn,Party,Kurta Pajama,Navy Blue
Men,Apple,Winter,Ethnic,Formal Pants,Red
Women,Inverted Triangle,Winter,Ethnic,Skirt,Pink
Women,Round,Autumn,Business,Salwar,Brown
Women,Inverted Triangle,Spring,Casual,Jeans,Navy Blue
Men,Rectangle,Winter,Party,Chinos,Grey
Men,Rectangle,Spring,Business,Kurta Pajama,White
Women,Triangle,Autumn,Ethnic,Leggings,Grey
Men,V-Shape,Summer,Party,Shorts,Brown
Women,Rectangle,Spring,Business,Trousers,White
Men,V-Shape,Spring,Casual,Chinos,Beige
Women,Inverted Triangle,Spring,Casual,Jeans,Black
Women,Hourglass,Summer,Ethnic,Skirt,Olive
Women,Hourglass,Winter,Gym/Sport,Jeans,Beige
Women,Round,Summer,Gym/Sport,Palazzo,Grey
Women,Rectangle,Autumn,Gym/Sport,Palazzo,Beige
Women,Triangle,Winter,Party,Trousers,Blue
Women,Inverted Triangle,Summer,Gym/Sport,Salwar,Grey
Women,Round,Spring,Ethnic,Sharara,Blue
Men,Apple,Autumn,Ethnic,Trousers,Olive
Men,Triangle,Summer,Casual,Track Pants,Beige
Women,Rectangle,Spring,Ethnic,Sharara,Brown
Men,V-Shape,Summer,Party,Shorts,Brown
Women,Triangle,Spring,Gym/Sport,Trousers,Beige
Women,Inverted Triangle,Spring,Gym/Sport,Skirt,Blue
Men,V-Shape,Summer,Business,Formal Pants,Purple
Men,V-Shape,Spring,Gym/Sport,Formal Pants,Pink
Women,Inverted Triangle,Summer,Casual,Trousers,Red
Women,Triangle,Summer,Business,Leggings,Pink
Women,Round,Spring,Casual,Jeans,Pink
Men,Apple,Spring,Ethnic,Trousers,Black
Men,Apple,Winter,Gym/Sport,Kurta Pajama,Blue
Women,Round,Summer,Party,Salwar,Black
Men,Apple,Winter,Gym/Sport,Trousers,Olive
Men,Rectangle,Summer,Ethnic,Kurta Pajama,Grey
Men,Triangle,Summer,Party,Shorts,Brown
Men,V-Shape,Winter,Casual,Track Pants,White
Men,Rectangle,Summer,Business,Formal Pants,Pink
Women,Triangle,Spring,Casual,Skirt,Grey
Men,Apple,Spring,Gym/Sport,Chinos,Brown
Women,Rectangle,Winter,Ethnic,Palazzo,Pink
Women,Round,Summer,Party,Trousers,Brown
Women,Round,Autumn,Ethnic,Jeans,Olive
Men,V-Shape,Spring,Gym/Sport,Chinos,Olive
Women,Rectangle,Spring,Ethnic,Salwar,Purple
Women,Inverted Triangle,Spring,Casual,Skirt,Beige
Women,Hourglass,Spring,Party,Jeans,Pink
Men,Rectangle,Summer,Business,Kurta Pajama,White
Men,Rectangle,Summer,Casual,Trousers,Grey
Women,Round,Spring,Casual,Jeans,Red
Women,Inverted Triangle,Summer,Business,Palazzo,Navy Blue
Men,Triangle,Summer,Casual,Shorts,Blue
Men,Apple,Winter,Party,Jeans,Red
Women,Inverted Triangle,Spring,Ethnic,Skirt,White
Women,Round,Winter,Business,Palazzo,Red
Men,Rectangle,Autumn,Ethnic,Trousers,Brown
Men,V-Shape,Summer,Casual,Kurta Pajama,Pink
Men,Rectangle,Winter,Business,Formal Pants,Grey
Women,Rectangle,Winter,Party,Jeans,Olive
Men,Triangle,Autumn,Casual,Shorts,Red
Men,Triangle,Spring,Party,Formal Pants,Navy Blue
Women,Inverted Triangle,Spring,Business,Palazzo,Olive
Men,V-Shape,Spring,Ethnic,Formal Pants,Navy Blue
Women,Inverted Triangle,Summer,Business,Palazzo,Black
Men,Rectangle,Summer,Ethnic,Trousers,Navy Blue
Men,Apple,Spring,Party,Jeans,Navy Blue
Men,Rectangle,Summer,Gym/Sport,Chinos,Beige
Men,Apple,Spring,Ethnic,Track Pants,Olive
Men,Apple,Winter,Business,Chinos,Beige
Men,Triangle,Autumn,Ethnic,Formal Pants,White
Men,V-Shape,Autumn,Party,Track Pants,Blue
Men,V-Shape,Autumn,Gym/Sport,Shorts,Black
Men,V-Shape,Summer,Casual,Chinos,Purple
Women,Rectangle,Autumn,Business,Jeans,White
Men,Rectangle,Summer,Ethnic,Track Pants,White
Women,Hourglass,Spring,Gym/Sport,Leggings,Grey
Men,Apple,Autumn,Casual,Chinos,White
Women,Hourglass,Spring,Ethnic,Sharara,Black
Men,Triangle,Autumn,Party,Kurta Pajama,Brown
Women,Inverted Triangle,Spring,Gym/Sport,Palazzo,Brown
Women,Triangle,Spring,Ethnic,Jeans,Brown
Women,Rectangle,Spring,Party,Sharara,Brown
Women,Rectangle,Summer,Business,Palazzo,Brown
Women,Rectangle,Autumn,Gym/Sport,Palazzo,White
Women,Inverted Triangle,Winter,Gym/Sport,Salwar,White
Men,Triangle,Summer,Ethnic,Jeans,White
Women,Triangle,Spring,Business,Palazzo,Brown
Men,Triangle,Spring,Gym/Sport,Jeans,Purple
Women,Triangle,Winter,Business,Palazzo,Grey
Women,Round,Summer,Casual,Leggings,Red
Women,Triangle,Winter,Casual,Palazzo,Blue
Men,V-Shape,Winter,Casual,Track Pants,Beige
Women,Hourglass,Summer,Casual,Sharara,Brown
Men,Rectangle,Spring,Party,Shorts,Pink
Men,Triangle,Spring,Business,Kurta Pajama,Black
Men,V-Shape,Autumn,Casual,Trousers,Olive
Women,Hourglass,Winter,Business,Palazzo,Olive
Women,Hourglass,Winter,Party,Sharara,Red
Women,Inverted Triangle,Autumn,Gym/Sport,Sharara,Red
Men,Rectangle,Spring,Business,Kurta Pajama,White
Women,Triangle,Autumn,Party,Leggings,Red
Men,V-Shape,Spring,Ethnic,Chinos,Pink
Men,Apple,Summer,Party,Trousers,Olive
Men,V-Shape,Summer,Party,Trousers,Pink
Men,Rectangle,Summer,Gym/Sport,Formal Pants,Red
Men,Apple,Summer,Party,Formal Pants,Pink
Men,Triangle,Spring,Party,Chinos,Red
Women,Rectangle,Summer,Business,Trousers,Black
Women,Inverted Triangle,Autumn,Casual,Sharara,Brown
Men,Triangle,Autumn,Business,Kurta Pajama,Grey
Women,Hourglass,Winter,Ethnic,Jeans,Black
Women,Inverted Triangle,Summer,Casual,Palazzo,Grey
Men,Apple,Winter,Gym/Sport,Formal Pants,Pink
Men,Rectangle,Winter,Casual,Chinos,Red
Women,Triangle,Summer,Party,Sharara,Navy Blue
Men,Apple,Autumn,Party,Shorts,Purple
Men,Rectangle,Spring,Casual,Formal Pants,Blue
Women,Triangle,Autumn,Gym/Sport,Salwar,Pink
Women,Round,Autumn,Ethnic,Skirt,Brown
Men,Apple,Autumn,Business,Kurta Pajama,Grey
Men,V-Shape,Winter,Party,Trousers,Navy Blue
Women,Inverted Triangle,Spring,Business,Skirt,Red
Women,Inverted Triangle,Winter,Ethnic,Skirt,Purple
Women,Hourglass,Summer,Gym/Sport,Trousers,White
Women,Inverted Triangle,Spring,Business,Leggings,Black
Women,Inverted Triangle,Autumn,Ethnic,Skirt,Purple
