gender,body_type,season,occasion,upper_cloth,color
Men,Apple,Winter,Party,Kurta,Purple
Women,Round,Autumn,Party,Sweater,Black
Women,Rectangle,Spring,Business,Jacket,Grey
Women,Triangle,Summer,Business,Kurti,Red
Women,Inverted Triangle,Autumn,Gym/Sport,Blouse,Olive
Men,Apple,Summer,Business,Blazer,Blue
Women,Hourglass,Winter,Business,Jacket,Olive
Men,Rectangle,Autumn,Ethnic,T-Shirt,Yellow
Women,Round,Autumn,Business,Crop Top,Olive
Men,Rectangle,Summer,Ethnic,Polo T-Shirt,Red
Men,Rectangle,Summer,Party,Polo T-Shirt,Blue
Men,V-Shape,Spring,Party,Jacket,Blue
Women,Inverted Triangle,Winter,Party,Top,Beige
Women,Rectangle,Autumn,Gym/Sport,Shrug,Blue
Women,Hourglass,Autumn,Party,Jacket,Olive
Men,V-Shape,Autumn,Business,Shirt,Red
Women,Triangle,Winter,Ethnic,Blouse,Yellow
Women,Inverted Triangle,Spring,Party,Jacket,Navy Blue
Men,Apple,Summer,Ethnic,Jacket,Green
Women,Triangle,Winter,Business,Crop Top,Green
Men,V-Shape,Summer,Business,Shirt,Purple
Women,Triangle,Autumn,Party,Blouse,Grey
Men,Apple,Autumn,Business,Hoodie,Olive
Men,Rectangle,Winter,Party,Hoodie,White
Women,Inverted Triangle,Spring,Business,Jacket,Yellow
Women,Triangle,Summer,Ethnic,T-Shirt,Yellow
Women,Round,Autumn,Ethnic,Kurti,Red
Men,V-Shape,Autumn,Business,Polo T-Shirt,Blue
Women,Rectangle,Summer,Party,T-Shirt,Red
Women,Inverted Triangle,Summer,Gym/Sport,Crop Top,White
Women,Rectangle,Winter,Casual,Crop Top,Yellow
Women,Round,Winter,Casual,Crop Top,Navy Blue
Women,Rectangle,Autumn,Casual,Top,Navy Blue
Men,Rectangle,Winter,Ethnic,T-Shirt,Navy Blue
Women,Rectangle,Summer,Party,Crop Top,Yellow
Men,V-Shape,Winter,Ethnic,Polo T-Shirt,Blue
Women,Inverted Triangle,Winter,Ethnic,Top,Blue
Women,Round,Spring,Gym/Sport,Crop Top,Yellow
Men,V-Shape,Autumn,Business,Hoodie,White
Men,Apple,Spring,Business,Jacket,White
Women,Round,Summer,Casual,Top,Navy Blue
Women,Triangle,Spring,Ethnic,Top,Green
Women,Hourglass,Spring,Party,Shrug,Navy Blue
Men,Rectangle,Autumn,Casual,Blazer,Grey
Women,Round,Autumn,Ethnic,T-Shirt,Pink
Women,Triangle,Autumn,Ethnic,Crop Top,White
Men,Triangle,Winter,Gym/Sport,Blazer,Grey
Men,Rectangle,Spring,Ethnic,Sweatshirt,Red
Men,Rectangle,Autumn,Gym/Sport,T-Shirt,Purple
Women,Triangle,Winter,Casual,Top,White
Men,Apple,Autumn,Casual,Sweatshirt,Pink
Women,Round,Summer,Ethnic,Blouse,Navy Blue
Men,Rectangle,Summer,Casual,Blazer,Purple
Women,Triangle,Spring,Party,Blouse,Green
Women,Round,Spring,Business,Sweater,Blue
Women,Hourglass,Spring,Business,Shrug,Purple
Women,Inverted Triangle,Autumn,Ethnic,Sweater,Green
Women,Triangle,Summer,Ethnic,Jacket,Green
Men,V-Shape,Autumn,Business,T-Shirt,Pink
Men,Rectangle,Spring,Gym/Sport,Sweatshirt,Green
Men,Triangle,Winter,Party,Sweatshirt,Olive
Women,Hourglass,Spring,Business,Shrug,Green
Men,Rectangle,Spring,Casual,Polo T-Shirt,Black
Men,Rectangle,Autumn,Ethnic,Hoodie,Yellow
Women,Inverted Triangle,Autumn,Ethnic,Blouse,Grey
Women,Inverted Triangle,Winter,Party,Crop Top,Blue
Men,Triangle,Autumn,Ethnic,Jacket,Green
Men,Apple,Summer,Ethnic,Shirt,Beige
Women,Inverted Triangle,Spring,Party,Kurti,Black
Men,V-Shape,Autumn,Casual,Blazer,Grey
Women,Hourglass,Spring,Ethnic,Crop Top,Black
Women,Inverted Triangle,Spring,Casual,Kurti,Pink
Men,V-Shape,Winter,Business,Shirt,Pink
Women,Inverted Triangle,Autumn,Business,Top,Red
Women,Triangle,Summer,Ethnic,Sweater,Pink
Men,Triangle,Spring,Casual,T-Shirt,Pink
Men,Apple,Winter,Business,Jacket,Beige
Men,Rectangle,Spring,Gym/Sport,Polo T-Shirt,Navy Blue
Women,Rectangle,Spring,Party,Shrug,Purple
Men,Apple,Autumn,Gym/Sport,Sweatshirt,Pink
Women,Inverted Triangle,Summer,Business,Sweater,White
Women,Hourglass,Summer,Gym/Sport,Kurti,Green
Men,V-Shape,Summer,Gym/Sport,Kurta,Red
Women,Round,Summer,Business,Sweater,Green
Men,V-Shape,Autumn,Party,Sweatshirt,Yellow
Men,Apple,Spring,Business,Kurta,Red
Men,Apple,Spring,Business,Kurta,Red
Men,V-Shape,Winter,Casual,Jacket,White
Women,Hourglass,Autumn,Business,Jacket,Black
Men,Rectangle,Winter,Party,Polo T-Shirt,White
Women,Inverted Triangle,Autumn,Ethnic,Top,Green
Men,Triangle,Autumn,Party,T-Shirt,Red
Men,V-Shape,Spring,Ethnic,Polo T-Shirt,Blue
Men,Triangle,Winter,Casual,Blazer,Blue
Men,V-Shape,Autumn,Gym/Sport,Jacket,Pink
Men,Rectangle,Autumn,Casual,T-Shirt,Pink
Men,Triangle,Spring,Party,Hoodie,Black
Women,Rectangle,Winter,Casual,Sweater,Grey
Women,Round,Winter,Ethnic,Blouse,Blue
Men,V-Shape,Winter,Party,Jacket,Purple
Men,Rectangle,Spring,Ethnic,Sweatshirt,Navy Blue
Men,Apple,Winter,Party,Shirt,Pink
Men,Apple,Spring,Gym/Sport,Jacket,Red
Men,Apple,Summer,Casual,Sweatshirt,Pink
Women,Rectangle,Summer,Casual,Kurti,Navy Blue
Men,Rectangle,Summer,Ethnic,Polo T-Shirt,Yellow
Men,Apple,Summer,Business,Blazer,Yellow
Men,V-Shape,Winter,Business,Shirt,Blue
Men,Triangle,Winter,Ethnic,Sweatshirt,Grey
Women,Hourglass,Summer,Ethnic,Top,Yellow
Men,Apple,Spring,Casual,Polo T-Shirt,Purple
Women,Rectangle,Winter,Party,Blouse,Green
Men,Rectangle,Winter,Business,Blazer,Black
Women,Triangle,Spring,Casual,Kurti,Grey
Women,Inverted Triangle,Autumn,Business,Top,Green
Men,Apple,Winter,Ethnic,Kurta,Olive
Men,V-Shape,Autumn,Business,Polo T-Shirt,Beige
Women,Rectangle,Winter,Casual,Jacket,Yellow
Men,Rectangle,Summer,Ethnic,Shirt,Green
Women,Round,Autumn,Business,Blouse,Purple
Men,V-Shape,Winter,Ethnic,Jacket,Navy Blue
Men,Triangle,Spring,Party,Jacket,Navy Blue
Men,Apple,Autumn,Gym/Sport,T-Shirt,Grey
Women,Hourglass,Winter,Party,Sweater,Olive
Women,Round,Spring,Party,Kurti,White
Men,V-Shape,Winter,Casual,Jacket,White
Men,Apple,Spring,Gym/Sport,Kurta,Navy Blue
Men,V-Shape,Winter,Ethnic,Jacket,Olive
Men,V-Shape,Summer,Business,Polo T-Shirt,Purple
Men,Apple,Autumn,Casual,Kurta,Olive
Men,V-Shape,Autumn,Casual,Sweatshirt,Red
Men,V-Shape,Winter,Gym/Sport,Hoodie,Yellow
Men,V-Shape,Winter,Gym/Sport,T-Shirt,Yellow
Women,Round,Winter,Casual,Jacket,White
Men,V-Shape,Summer,Business,Shirt,Black
Men,V-Shape,Spring,Casual,Blazer,Blue
Men,Rectangle,Spring,Gym/Sport,Jacket,White
Men,Apple,Winter,Casual,Jacket,Blue
Women,Hourglass,Spring,Gym/Sport,Crop Top,White
Men,V-Shape,Spring,Gym/Sport,Jacket,Purple
Women,Rectangle,Autumn,Ethnic,Crop Top,White
Men,V-Shape,Spring,Gym/Sport,Blazer,Yellow
Women,Triangle,Autumn,Party,Jacket,Purple
Men,Rectangle,Summer,Gym/Sport,Sweatshirt,Olive
Men,Rectangle,Summer,Business,Kurta,Red
Men,V-Shape,Winter,Ethnic,Polo T-Shirt,Yellow
Men,Apple,Winter,Casual,Sweatshirt,Navy Blue
Women,Round,Autumn,Ethnic,Kurti,Beige
Men,Triangle,Summer,Business,Sweatshirt,Grey
Women,Rectangle,Winter,Party,Blouse,Beige
Men,Rectangle,Spring,Casual,Kurta,Pink
Women,Round,Winter,Party,Top,Purple
Women,Round,Autumn,Party,Sweater,White
Women,Inverted Triangle,Summer,Business,Shrug,Navy Blue
Men,V-Shape,Spring,Casual,Polo T-Shirt,Olive
Women,Triangle,Spring,Gym/Sport,Blouse,Red
Men,Rectangle,Spring,Gym/Sport,Jacket,Black
Men,Triangle,Spring,Casual,Blazer,Red
Women,Round,Summer,Party,Sweater,Yellow
Men,Rectangle,Winter,Casual,Jacket,Purple
Men,Triangle,Winter,Ethnic,T-Shirt,Yellow
Men,Triangle,Winter,Ethnic,Polo T-Shirt,Olive
Women,Inverted Triangle,Spring,Gym/Sport,Crop Top,Olive
Women,Rectangle,Winter,Party,Crop Top,Blue
Men,Triangle,Spring,Casual,Blazer,Green
Women,Rectangle,Winter,Casual,T-Shirt,Grey
Men,V-Shape,Summer,Gym/Sport,Shirt,Yellow
Women,Triangle,Winter,Casual,Sweater,White
Men,Rectangle,Spring,Business,Kurta,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Jacket,Grey
Women,Triangle,Autumn,Casual,Blouse,Blue
Men,Apple,Spring,Business,Kurta,Blue
Men,V-Shape,Winter,Party,Jacket,Yellow
Men,Rectangle,Autumn,Casual,Sweatshirt,Navy Blue
Men,Triangle,Spring,Business,T-Shirt,Olive
Men,Apple,Autumn,Gym/Sport,Hoodie,Olive
Men,V-Shape,Winter,Gym/Sport,Polo T-Shirt,Blue
Men,Triangle,Autumn,Gym/Sport,Hoodie,Pink
Men,Rectangle,Autumn,Party,Blazer,Purple
Women,Rectangle,Spring,Business,Crop Top,Black
Women,Round,Spring,Business,Jacket,Blue
Women,Inverted Triangle,Winter,Business,Sweater,Purple
Women,Triangle,Spring,Ethnic,Shrug,Navy Blue
Women,Inverted Triangle,Summer,Business,Crop Top,Olive
Women,Triangle,Autumn,Business,Top,White
Women,Inverted Triangle,Summer,Gym/Sport,Shrug,Beige
Women,Hourglass,Winter,Casual,Blouse,Blue
Men,Apple,Summer,Business,Blazer,Navy Blue
Men,Apple,Autumn,Gym/Sport,Shirt,Olive
Women,Hourglass,Spring,Party,Shrug,Beige
Women,Hourglass,Summer,Business,Kurti,Beige
Men,Apple,Autumn,Casual,Kurta,White
Men,V-Shape,Spring,Party,Hoodie,Olive
Men,Triangle,Winter,Party,Hoodie,Green
Women,Rectangle,Spring,Ethnic,Jacket,Pink
Women,Hourglass,Autumn,Gym/Sport,T-Shirt,Pink
Women,Hourglass,Winter,Ethnic,Blouse,Yellow
Men,Rectangle,Spring,Business,Polo T-Shirt,Pink
Men,Apple,Spring,Ethnic,Hoodie,Green
Women,Inverted Triangle,Winter,Ethnic,Kurti,Blue
Men,V-Shape,Spring,Gym/Sport,Jacket,Olive
Men,V-Shape,Spring,Party,Blazer,Beige
Men,Apple,Autumn,Party,Shirt,Beige
Women,Hourglass,Spring,Ethnic,Blouse,Grey
Men,Triangle,Summer,Business,Polo T-Shirt,Green
Men,V-Shape,Spring,Business,Polo T-Shirt,Beige
Women,Triangle,Spring,Business,Top,Red
Men,Apple,Autumn,Gym/Sport,Kurta,Black
Men,Apple,Winter,Gym/Sport,Blazer,Purple
Men,Rectangle,Summer,Gym/Sport,Blazer,White
Men,Rectangle,Spring,Casual,Hoodie,Olive
Men,V-Shape,Winter,Gym/Sport,Shirt,Blue
Men,Apple,Summer,Party,Shirt,Red
Men,Apple,Spring,Ethnic,Blazer,Yellow
Women,Triangle,Autumn,Casual,T-Shirt,White
Men,V-Shape,Spring,Ethnic,Kurta,White
Men,Rectangle,Summer,Party,Sweatshirt,Black
Men,V-Shape,Autumn,Business,Jacket,Olive
Women,Rectangle,Winter,Gym/Sport,Kurti,Navy Blue
Women,Hourglass,Autumn,Party,Shrug,Yellow
Men,Apple,Spring,Business,Hoodie,Navy Blue
Men,V-Shape,Autumn,Business,Kurta,Grey
Men,Apple,Summer,Party,Hoodie,Grey
Men,V-Shape,Summer,Business,Shirt,Grey
Women,Round,Winter,Gym/Sport,Sweater,Olive
Men,Rectangle,Spring,Ethnic,Shirt,Olive
Women,Hourglass,Summer,Gym/Sport,Crop Top,Navy Blue
Men,V-Shape,Summer,Gym/Sport,Sweatshirt,Blue
Women,Triangle,Spring,Business,T-Shirt,Olive
Men,Triangle,Spring,Gym/Sport,T-Shirt,Grey
Women,Inverted Triangle,Winter,Party,Sweater,Yellow
Women,Hourglass,Spring,Ethnic,Blouse,Black
Men,Apple,Summer,Ethnic,T-Shirt,Grey
Women,Hourglass,Winter,Casual,T-Shirt,Pink
Women,Rectangle,Summer,Casual,Blouse,Olive
Men,Rectangle,Autumn,Business,Sweatshirt,Olive
Women,Inverted Triangle,Autumn,Casual,Sweater,Red
Women,Rectangle,Spring,Party,Shrug,Purple
Women,Round,Spring,Business,Shrug,Grey
Women,Rectangle,Summer,Ethnic,Sweater,Green
Women,Rectangle,Summer,Business,Crop Top,White
Women,Hourglass,Winter,Party,Crop Top,Grey
Women,Triangle,Winter,Casual,Kurti,Grey
Men,Triangle,Summer,Gym/Sport,T-Shirt,Red
Women,Rectangle,Winter,Business,Shrug,Red
Women,Triangle,Winter,Ethnic,Shrug,Grey
Women,Rectangle,Summer,Party,Crop Top,Grey
Men,Triangle,Autumn,Ethnic,Kurta,Red
Women,Hourglass,Spring,Party,Crop Top,Pink
Women,Inverted Triangle,Spring,Gym/Sport,Shrug,Navy Blue
Men,Triangle,Spring,Business,Blazer,Blue
Men,Apple,Autumn,Party,Sweatshirt,Navy Blue
Women,Hourglass,Summer,Party,Crop Top,Red
Men,V-Shape,Summer,Ethnic,Kurta,Olive
Women,Rectangle,Winter,Party,Crop Top,Beige
Women,Round,Spring,Party,Jacket,White
Women,Triangle,Autumn,Ethnic,T-Shirt,Purple
Women,Inverted Triangle,Summer,Gym/Sport,T-Shirt,Yellow
Men,Triangle,Autumn,Ethnic,Polo T-Shirt,Green
Women,Triangle,Summer,Ethnic,Jacket,White
Women,Round,Autumn,Casual,Kurti,Red
Women,Round,Winter,Ethnic,Sweater,Beige
Women,Inverted Triangle,Winter,Ethnic,Shrug,Grey
Men,Triangle,Summer,Party,Shirt,Purple
Men,V-Shape,Winter,Casual,Kurta,White
Women,Hourglass,Summer,Gym/Sport,Blouse,Green
Women,Hourglass,Winter,Gym/Sport,Jacket,White
Women,Inverted Triangle,Summer,Gym/Sport,T-Shirt,Beige
Men,V-Shape,Autumn,Ethnic,Blazer,Red
Women,Round,Autumn,Business,Blouse,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Blouse,Red
Men,Triangle,Spring,Business,Polo T-Shirt,Green
Women,Hourglass,Summer,Party,Crop Top,Red
Men,V-Shape,Summer,Business,Kurta,Blue
Women,Hourglass,Autumn,Ethnic,Blouse,Olive
Men,Triangle,Summer,Gym/Sport,Kurta,Purple
Men,Apple,Winter,Gym/Sport,T-Shirt,Navy Blue
Men,Apple,Autumn,Business,T-Shirt,Green
Men,Rectangle,Summer,Gym/Sport,Jacket,Yellow
Men,V-Shape,Summer,Ethnic,Blazer,Navy Blue
Women,Rectangle,Summer,Business,Kurti,Grey
Men,Apple,Autumn,Party,Sweatshirt,Green
Men,Rectangle,Summer,Party,Shirt,Navy Blue
Women,Round,Spring,Party,Crop Top,Yellow
Men,Triangle,Autumn,Casual,Shirt,Pink
Women,Hourglass,Autumn,Business,Crop Top,Blue
Women,Inverted Triangle,Summer,Party,Sweater,Yellow
Men,V-Shape,Autumn,Gym/Sport,Polo T-Shirt,Red
Women,Round,Spring,Casual,Kurti,Purple
Women,Round,Winter,Party,Jacket,White
Men,Rectangle,Autumn,Business,Polo T-Shirt,Blue
Men,Rectangle,Winter,Gym/Sport,Jacket,Navy Blue
Men,V-Shape,Spring,Gym/Sport,Sweatshirt,Black
Women,Rectangle,Winter,Gym/Sport,Jacket,Olive
Women,Inverted Triangle,Spring,Casual,Jacket,Red
Women,Triangle,Winter,Gym/Sport,Crop Top,Pink
Men,Rectangle,Winter,Casual,Polo T-Shirt,Beige
Men,V-Shape,Spring,Party,Blazer,Red
Women,Rectangle,Spring,Casual,Jacket,Black
Men,Triangle,Summer,Ethnic,T-Shirt,Navy Blue
Men,V-Shape,Winter,Business,T-Shirt,Purple
Men,Triangle,Summer,Business,Hoodie,Black
Men,Triangle,Summer,Business,Blazer,Blue
Men,V-Shape,Summer,Gym/Sport,T-Shirt,White
Men,V-Shape,Autumn,Party,Jacket,Black
Men,Rectangle,Summer,Party,Jacket,White
Women,Triangle,Summer,Party,T-Shirt,Olive
Women,Hourglass,Summer,Party,Top,Red
Women,Round,Winter,Casual,Crop Top,Blue
Women,Hourglass,Winter,Party,Crop Top,Grey
Men,Apple,Summer,Casual,Blazer,Beige
Men,Triangle,Summer,Gym/Sport,Sweatshirt,Black
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Green
Men,Apple,Autumn,Party,Kurta,Beige
Men,Triangle,Spring,Business,T-Shirt,Green
Women,Hourglass,Winter,Casual,Sweater,Olive
Men,Rectangle,Spring,Casual,Kurta,Navy Blue
Men,Triangle,Summer,Casual,Kurta,Green
Women,Inverted Triangle,Winter,Ethnic,Kurti,Yellow
Women,Rectangle,Winter,Casual,Blouse,Green
Women,Triangle,Winter,Gym/Sport,Crop Top,Red
Men,Apple,Summer,Gym/Sport,Kurta,Olive
Men,Rectangle,Winter,Gym/Sport,Blazer,Beige
Women,Hourglass,Summer,Casual,Jacket,Grey
Women,Round,Spring,Ethnic,Shrug,Pink
Men,Apple,Summer,Ethnic,Hoodie,Blue
Men,Triangle,Summer,Ethnic,Sweatshirt,White
Women,Triangle,Summer,Gym/Sport,T-Shirt,Yellow
Men,Rectangle,Autumn,Ethnic,Sweatshirt,Olive
Women,Triangle,Spring,Gym/Sport,Kurti,Navy Blue
Women,Triangle,Winter,Casual,Jacket,Olive
Men,Rectangle,Autumn,Ethnic,Hoodie,Red
Men,Apple,Spring,Gym/Sport,Jacket,Green
Men,Rectangle,Autumn,Casual,Polo T-Shirt,Olive
Women,Round,Spring,Casual,Kurti,Olive
Men,Apple,Spring,Business,Kurta,Pink
Women,Inverted Triangle,Autumn,Business,Blouse,Grey
Women,Rectangle,Summer,Ethnic,Top,Beige
Women,Triangle,Winter,Gym/Sport,Crop Top,White
Women,Inverted Triangle,Autumn,Gym/Sport,Kurti,Beige
Women,Hourglass,Autumn,Gym/Sport,Top,Green
Women,Inverted Triangle,Summer,Gym/Sport,T-Shirt,Purple
Men,Triangle,Summer,Party,Blazer,Grey
Men,Triangle,Spring,Gym/Sport,Hoodie,Navy Blue
Men,Rectangle,Spring,Ethnic,Kurta,White
Women,Round,Winter,Gym/Sport,Kurti,Red
Men,Apple,Summer,Business,Polo T-Shirt,Yellow
Men,Triangle,Winter,Gym/Sport,Blazer,Pink
Women,Round,Summer,Casual,T-Shirt,Beige
Women,Triangle,Spring,Gym/Sport,Top,Blue
Women,Triangle,Autumn,Gym/Sport,Shrug,Red
Women,Hourglass,Winter,Ethnic,T-Shirt,Olive
Women,Inverted Triangle,Winter,Gym/Sport,T-Shirt,Black
Women,Round,Winter,Party,Shrug,Olive
Women,Round,Spring,Ethnic,Kurti,Green
Men,Rectangle,Winter,Party,Polo T-Shirt,Navy Blue
Women,Triangle,Autumn,Business,Shrug,Blue
Men,Apple,Winter,Casual,Blazer,Navy Blue
Men,Triangle,Spring,Casual,Shirt,Black
Men,Apple,Summer,Casual,Hoodie,Green
Men,Apple,Spring,Business,Kurta,Beige
Men,Rectangle,Autumn,Gym/Sport,Jacket,Black
Women,Triangle,Autumn,Gym/Sport,Top,Navy Blue
Women,Rectangle,Winter,Business,Crop Top,Black
Women,Rectangle,Winter,Business,Top,Olive
Men,V-Shape,Spring,Casual,Blazer,Navy Blue
Men,Rectangle,Autumn,Ethnic,Sweatshirt,Grey
Men,Triangle,Summer,Business,Jacket,Green
Men,Rectangle,Summer,Casual,Kurta,Green
Women,Hourglass,Summer,Gym/Sport,Sweater,Red
Men,Apple,Summer,Business,Sweatshirt,Grey
Women,Rectangle,Spring,Gym/Sport,Shrug,Blue
Men,Rectangle,Autumn,Party,Blazer,White
Women,Hourglass,Spring,Casual,Jacket,Purple
Women,Rectangle,Spring,Casual,Blouse,Purple
Men,Rectangle,Spring,Business,T-Shirt,Black
Women,Rectangle,Autumn,Gym/Sport,T-Shirt,Navy Blue
Men,Rectangle,Winter,Party,Hoodie,Purple
Women,Inverted Triangle,Autumn,Gym/Sport,Kurti,Navy Blue
Women,Round,Spring,Business,Jacket,Blue
Men,V-Shape,Summer,Business,Hoodie,Yellow
Women,Round,Spring,Casual,Blouse,Yellow
Women,Inverted Triangle,Autumn,Business,Crop Top,Red
Men,Apple,Summer,Ethnic,Blazer,Grey
Women,Inverted Triangle,Autumn,Business,Top,Purple
Women,Inverted Triangle,Summer,Business,Blouse,Yellow
Women,Inverted Triangle,Spring,Party,Top,White
Men,Triangle,Spring,Casual,Kurta,Navy Blue
Women,Hourglass,Winter,Ethnic,T-Shirt,Yellow
Women,Triangle,Spring,Gym/Sport,Kurti,Navy Blue
Women,Rectangle,Summer,Business,Top,Green
Men,Rectangle,Winter,Gym/Sport,T-Shirt,Yellow
Men,Triangle,Spring,Gym/Sport,T-Shirt,Purple
Women,Hourglass,Summer,Gym/Sport,Top,White
Women,Round,Spring,Business,Crop Top,Beige
Men,Triangle,Summer,Party,Sweatshirt,Purple
Men,Apple,Autumn,Casual,Blazer,Purple
Women,Hourglass,Winter,Business,Shrug,Black
Women,Round,Autumn,Gym/Sport,Blouse,Grey
Men,Rectangle,Summer,Business,Jacket,Red
Women,Triangle,Winter,Casual,Crop Top,Grey
Men,Rectangle,Winter,Party,Polo T-Shirt,Olive
Women,Round,Winter,Party,Sweater,Green
Men,Triangle,Spring,Business,T-Shirt,Grey
Women,Inverted Triangle,Spring,Gym/Sport,T-Shirt,Pink
Women,Triangle,Autumn,Party,Sweater,Black
Women,Round,Autumn,Gym/Sport,Sweater,Yellow
Men,Rectangle,Spring,Business,Sweatshirt,Olive
Women,Round,Winter,Business,Blouse,Olive
Women,Inverted Triangle,Autumn,Business,Sweater,Green
Women,Rectangle,Summer,Casual,Kurti,Purple
Men,V-Shape,Spring,Gym/Sport,Sweatshirt,Black
Women,Inverted Triangle,Winter,Business,Jacket,Grey
Women,Rectangle,Spring,Party,Crop Top,Red
Women,Rectangle,Spring,Ethnic,Top,Navy Blue
Men,Apple,Summer,Party,Hoodie,Beige
Women,Rectangle,Spring,Party,Kurti,Beige
Men,Triangle,Spring,Party,Hoodie,White
Women,Round,Spring,Casual,Kurti,White
Women,Triangle,Autumn,Gym/Sport,Sweater,Pink
Women,Rectangle,Winter,Gym/Sport,Jacket,White
Women,Round,Spring,Business,T-Shirt,Beige
Men,Rectangle,Autumn,Casual,Blazer,Olive
Men,Apple,Winter,Party,Kurta,White
Women,Inverted Triangle,Autumn,Ethnic,Crop Top,Green
Men,Triangle,Winter,Gym/Sport,Blazer,Purple
Men,Rectangle,Autumn,Business,Jacket,Beige
Men,Triangle,Spring,Business,Sweatshirt,Green
Women,Rectangle,Summer,Ethnic,Top,Black
Men,Rectangle,Autumn,Casual,Kurta,Grey
Men,Rectangle,Autumn,Business,T-Shirt,White
Women,Inverted Triangle,Winter,Business,Top,Black
Men,Rectangle,Spring,Gym/Sport,Sweatshirt,Blue
Men,Apple,Summer,Ethnic,Kurta,Pink
Men,Rectangle,Spring,Casual,Hoodie,White
Women,Round,Summer,Casual,Crop Top,Blue
Women,Triangle,Summer,Party,Crop Top,Olive
Men,Rectangle,Spring,Ethnic,Kurta,Red
Women,Triangle,Summer,Casual,Crop Top,Olive
Women,Triangle,Winter,Gym/Sport,Blouse,Navy Blue
Men,Rectangle,Summer,Casual,Hoodie,Red
Men,Triangle,Summer,Business,Blazer,Grey
Men,Rectangle,Summer,Casual,Polo T-Shirt,Purple
Women,Rectangle,Summer,Ethnic,Shrug,White
Women,Inverted Triangle,Winter,Business,Kurti,Beige
Women,Rectangle,Summer,Party,Jacket,Beige
Men,Triangle,Summer,Casual,Hoodie,Black
Women,Inverted Triangle,Summer,Party,Blouse,Beige
Women,Rectangle,Spring,Ethnic,Kurti,White
Men,Apple,Winter,Party,Shirt,Grey
Women,Round,Autumn,Party,Kurti,Beige
Women,Hourglass,Summer,Party,Kurti,Olive
Women,Rectangle,Summer,Gym/Sport,T-Shirt,Navy Blue
Men,Triangle,Autumn,Ethnic,Kurta,Pink
Women,Hourglass,Spring,Business,Crop Top,Red
Men,Apple,Spring,Ethnic,Shirt,Grey
Men,V-Shape,Spring,Party,T-Shirt,Red
Women,Round,Autumn,Gym/Sport,Kurti,Red
Women,Inverted Triangle,Spring,Business,Blouse,Blue
Men,V-Shape,Winter,Gym/Sport,Jacket,Navy Blue
Men,Rectangle,Autumn,Gym/Sport,Shirt,Pink
Men,Apple,Winter,Gym/Sport,Sweatshirt,White
Men,Triangle,Winter,Gym/Sport,Blazer,Grey
Women,Triangle,Winter,Ethnic,Jacket,Olive
Men,Rectangle,Autumn,Party,Blazer,Black
Women,Round,Summer,Party,Shrug,Green
Women,Rectangle,Summer,Party,Top,Beige
Men,Apple,Winter,Party,T-Shirt,Olive
Women,Rectangle,Winter,Casual,Top,Navy Blue
Women,Hourglass,Summer,Business,Jacket,White
Men,V-Shape,Winter,Ethnic,Shirt,White
Men,V-Shape,Summer,Party,Sweatshirt,Navy Blue
Men,Triangle,Spring,Ethnic,T-Shirt,Grey
Men,Rectangle,Summer,Casual,Kurta,Olive
Men,Rectangle,Spring,Gym/Sport,Polo T-Shirt,Grey
Women,Rectangle,Spring,Gym/Sport,Top,White
Men,Apple,Spring,Business,T-Shirt,Green
Women,Round,Winter,Casual,T-Shirt,Yellow
Women,Triangle,Winter,Ethnic,Jacket,Navy Blue
Women,Hourglass,Spring,Gym/Sport,Top,Yellow
Women,Triangle,Winter,Party,Crop Top,Purple
Men,V-Shape,Winter,Casual,Shirt,Grey
Women,Hourglass,Winter,Casual,Crop Top,Yellow
Women,Hourglass,Spring,Ethnic,Kurti,Grey
Women,Triangle,Spring,Party,Jacket,Blue
Women,Round,Summer,Party,Jacket,Grey
Men,V-Shape,Spring,Gym/Sport,Shirt,Purple
Men,Triangle,Summer,Party,Kurta,Navy Blue
Women,Round,Autumn,Business,Kurti,Yellow
Men,V-Shape,Winter,Business,Polo T-Shirt,White
Men,Triangle,Summer,Gym/Sport,Shirt,Green
Women,Round,Spring,Ethnic,Top,Yellow
Women,Hourglass,Winter,Ethnic,Crop Top,Green
Men,Apple,Summer,Party,Jacket,Black
Women,Hourglass,Autumn,Party,Shrug,Navy Blue
Women,Rectangle,Autumn,Casual,Crop Top,Olive
Women,Triangle,Summer,Casual,Top,Green
Women,Triangle,Summer,Party,Blouse,Pink
Men,V-Shape,Summer,Ethnic,Blazer,Yellow
Women,Hourglass,Summer,Party,Top,Pink
Women,Rectangle,Summer,Casual,Sweater,Black
Men,Rectangle,Summer,Gym/Sport,T-Shirt,Black
Women,Rectangle,Summer,Gym/Sport,Kurti,Red
Men,Triangle,Winter,Casual,Blazer,Purple
Women,Triangle,Spring,Business,Jacket,Blue
Women,Triangle,Autumn,Casual,Blouse,Black
Men,Triangle,Summer,Gym/Sport,Shirt,White
Women,Inverted Triangle,Spring,Business,Blouse,Navy Blue
Women,Rectangle,Summer,Casual,Sweater,Purple
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Blue
Women,Rectangle,Summer,Party,Crop Top,Black
Men,V-Shape,Spring,Party,Polo T-Shirt,White
Women,Triangle,Winter,Business,Crop Top,Navy Blue
