gender,body_type,season,occasion,accessories
Women,Hourglass,Winter,Business,Heels
Men,Triangle,Autumn,Gym/Sport,Sneakers
Women,Inverted Triangle,Autumn,Ethnic,Watch
Men,Apple,Summer,Ethnic,Tie
Men,Rectangle,Autumn,Gym/Sport,Sneakers
Women,Rectangle,Spring,Business,Clutch
Men,Rectangle,Summer,Casual,Leather Shoes
Women,Inverted Triangle,Autumn,Party,Handbag
Men,Triangle,Summer,Ethnic,Tie
Women,Triangle,Winter,Gym/Sport,Watch
Men,Rectangle,Summer,Gym/Sport,Cap
Women,Hourglass,Spring,Ethnic,Watch
Men,V-Shape,Summer,Ethnic,Sneakers
Men,Rectangle,Winter,Ethnic,Sneakers
Women,Rectangle,Summer,Business,Earrings
Women,Round,Winter,Business,Scarf
Men,Rectangle,Winter,Party,Sneakers
Women,Inverted Triangle,Summer,Party,Earrings
Women,Inverted Triangle,Summer,Party,Handbag
Women,Inverted Triangle,Winter,Ethnic,Belt
Women,Triangle,Summer,Casual,Watch
Men,V-Shape,Winter,Business,Cufflinks
Women,Inverted Triangle,Autumn,Casual,Clutch
Men,Triangle,Winter,Party,Sneakers
Men,V-Shape,Summer,Business,Leather Shoes
Women,Round,Winter,Party,Watch
Men,Triangle,Summer,Ethnic,Sneakers
Women,Hourglass,Autumn,Party,Handbag
Women,Round,Winter,Ethnic,Scarf
Men,Rectangle,Winter,Ethnic,Sneakers
Men,Triangle,Spring,Business,Cufflinks
Men,Apple,Autumn,Casual,Cufflinks
Men,Apple,Autumn,Business,Cufflinks
Women,Round,Autumn,Gym/Sport,Belt
Women,Triangle,Spring,Ethnic,Earrings
Women,Hourglass,Spring,Gym/Sport,Clutch
Men,Rectangle,Winter,Ethnic,Cap
Women,Hourglass,Summer,Gym/Sport,Belt
Men,V-Shape,Autumn,Gym/Sport,Leather Shoes
Men,Rectangle,Autumn,Casual,Cap
Men,Apple,Winter,Casual,Watch
Women,Hourglass,Autumn,Casual,Earrings
Men,Triangle,Winter,Casual,Tie
Men,Triangle,Autumn,Ethnic,Sneakers
Men,Triangle,Autumn,Casual,Sneakers
Women,Round,Spring,Party,Clutch
Men,V-Shape,Summer,Casual,Watch
Men,Apple,Summer,Business,Sneakers
Women,Rectangle,Summer,Business,Heels
Men,V-Shape,Spring,Casual,Tie
Women,Rectangle,Winter,Party,Scarf
Women,Inverted Triangle,Spring,Ethnic,Clutch
Women,Inverted Triangle,Winter,Gym/Sport,Belt
Women,Rectangle,Spring,Casual,Scarf
Men,Triangle,Autumn,Ethnic,Cap
Women,Rectangle,Winter,Gym/Sport,Earrings
Men,Rectangle,Winter,Ethnic,Cufflinks
Women,Hourglass,Spring,Casual,Scarf
Women,Rectangle,Summer,Party,Heels
Women,Rectangle,Spring,Casual,Clutch
Men,Rectangle,Summer,Gym/Sport,Cap
Women,Round,Autumn,Casual,Handbag
Men,V-Shape,Winter,Ethnic,Watch
Men,Apple,Summer,Business,Watch
Men,Apple,Spring,Casual,Cap
Women,Hourglass,Winter,Ethnic,Earrings
Women,Triangle,Summer,Ethnic,Belt
Men,Apple,Summer,Business,Watch
Men,V-Shape,Autumn,Casual,Leather Shoes
Men,Rectangle,Spring,Business,Leather Shoes
Men,V-Shape,Summer,Party,Tie
Women,Inverted Triangle,Autumn,Party,Heels
Men,V-Shape,Autumn,Business,Watch
Men,Triangle,Summer,Gym/Sport,Sneakers
Women,Triangle,Autumn,Casual,Watch
Men,Apple,Spring,Casual,Tie
Men,Apple,Spring,Gym/Sport,Tie
Women,Hourglass,Autumn,Gym/Sport,Watch
Men,V-Shape,Autumn,Party,Tie
Women,Triangle,Summer,Casual,Clutch
Men,Triangle,Winter,Party,Sneakers
Women,Triangle,Summer,Business,Scarf
Men,V-Shape,Autumn,Ethnic,Cap
Women,Rectangle,Autumn,Business,Watch
Women,Hourglass,Winter,Business,Earrings
Women,Hourglass,Summer,Casual,Clutch
Women,Triangle,Winter,Casual,Earrings
Men,Apple,Autumn,Party,Watch
Women,Round,Autumn,Party,Scarf
Men,Triangle,Winter,Ethnic,Cufflinks
Men,Apple,Summer,Business,Cufflinks
Women,Inverted Triangle,Spring,Business,Earrings
Women,Round,Summer,Gym/Sport,Watch
Men,Triangle,Autumn,Business,Tie
Men,Rectangle,Summer,Business,Watch
Women,Round,Winter,Business,Scarf
Men,Apple,Summer,Business,Sneakers
Women,Round,Autumn,Ethnic,Clutch
Women,Hourglass,Summer,Gym/Sport,Scarf
Men,V-Shape,Summer,Ethnic,Sneakers
Women,Triangle,Spring,Business,Handbag
Men,Triangle,Summer,Gym/Sport,Sneakers
Women,Inverted Triangle,Spring,Business,Watch
Men,V-Shape,Spring,Party,Cap
Women,Hourglass,Summer,Business,Clutch
Men,Rectangle,Spring,Business,Watch
Men,Triangle,Spring,Business,Cap
Women,Hourglass,Winter,Business,Handbag
Men,V-Shape,Spring,Business,Cufflinks
Women,Round,Spring,Ethnic,Belt
Men,V-Shape,Winter,Party,Cap
Men,Rectangle,Winter,Ethnic,Cufflinks
Men,Triangle,Spring,Gym/Sport,Cufflinks
Women,Hourglass,Autumn,Business,Clutch
Women,Hourglass,Autumn,Business,Belt
Women,Hourglass,Autumn,Gym/Sport,Belt
Men,Triangle,Winter,Business,Cufflinks
Women,Triangle,Autumn,Ethnic,Handbag
Men,Apple,Summer,Ethnic,Leather Shoes
Women,Inverted Triangle,Autumn,Casual,Scarf
Women,Round,Summer,Casual,Earrings
Women,Rectangle,Autumn,Party,Earrings
Men,Rectangle,Winter,Gym/Sport,Watch
Women,Round,Summer,Business,Scarf
Women,Triangle,Summer,Ethnic,Handbag
Women,Rectangle,Winter,Gym/Sport,Clutch
Women,Rectangle,Summer,Ethnic,Belt
Women,Rectangle,Winter,Casual,Heels
Women,Round,Spring,Party,Watch
Women,Round,Autumn,Gym/Sport,Handbag
Women,Hourglass,Winter,Gym/Sport,Earrings
Women,Inverted Triangle,Autumn,Casual,Clutch
Women,Rectangle,Autumn,Casual,Watch
Men,Triangle,Autumn,Casual,Cap
Men,Triangle,Autumn,Gym/Sport,Cap
Women,Rectangle,Autumn,Gym/Sport,Watch
Men,Apple,Summer,Ethnic,Tie
Men,Rectangle,Autumn,Ethnic,Tie
Men,Apple,Spring,Party,Sneakers
Men,V-Shape,Winter,Ethnic,Cap
Women,Hourglass,Winter,Gym/Sport,Clutch
Women,Triangle,Winter,Business,Watch
Women,Rectangle,Spring,Gym/Sport,Scarf
Women,Triangle,Spring,Gym/Sport,Scarf
Men,Triangle,Winter,Gym/Sport,Cap
Men,Apple,Autumn,Business,Leather Shoes
Men,Triangle,Summer,Party,Watch
Men,Rectangle,Spring,Casual,Cufflinks
Women,Hourglass,Spring,Casual,Belt
Women,Rectangle,Autumn,Ethnic,Watch
Men,V-Shape,Spring,Business,Tie
Women,Hourglass,Autumn,Ethnic,Clutch
Women,Rectangle,Winter,Party,Scarf
Men,Rectangle,Winter,Casual,Tie
Men,V-Shape,Spring,Party,Cap
Men,Apple,Spring,Party,Sneakers
Men,Rectangle,Winter,Ethnic,Leather Shoes
Women,Triangle,Autumn,Business,Clutch
Men,V-Shape,Spring,Ethnic,Watch
Women,Hourglass,Winter,Business,Clutch
Men,Rectangle,Autumn,Gym/Sport,Cufflinks
Men,V-Shape,Autumn,Ethnic,Leather Shoes
Women,Hourglass,Summer,Casual,Heels
Men,Rectangle,Summer,Business,Sneakers
Women,Hourglass,Summer,Business,Belt
Women,Hourglass,Summer,Business,Belt
Women,Round,Spring,Business,Scarf
Women,Round,Summer,Party,Heels
Men,Rectangle,Summer,Ethnic,Watch
Men,Triangle,Autumn,Gym/Sport,Watch
Men,Triangle,Winter,Business,Tie
Women,Round,Winter,Gym/Sport,Clutch
Men,V-Shape,Winter,Gym/Sport,Tie
Women,Hourglass,Autumn,Casual,Handbag
Women,Round,Winter,Business,Earrings
Women,Round,Autumn,Business,Scarf
Men,Apple,Summer,Business,Tie
Women,Round,Winter,Business,Scarf
Women,Inverted Triangle,Summer,Casual,Handbag
Men,Rectangle,Winter,Gym/Sport,Cap
Women,Rectangle,Autumn,Gym/Sport,Handbag
Women,Inverted Triangle,Spring,Ethnic,Earrings
Women,Round,Winter,Casual,Belt
Men,Triangle,Summer,Business,Cap
Women,Inverted Triangle,Winter,Business,Belt
Men,Triangle,Summer,Business,Cap
Men,Rectangle,Summer,Casual,Watch
Men,Apple,Spring,Ethnic,Watch
Men,V-Shape,Winter,Ethnic,Tie
Men,Rectangle,Winter,Ethnic,Cufflinks
Men,Triangle,Autumn,Party,Leather Shoes
Women,Inverted Triangle,Winter,Ethnic,Belt
Men,Triangle,Autumn,Casual,Cap
Women,Inverted Triangle,Autumn,Casual,Watch
Women,Rectangle,Autumn,Party,Handbag
Women,Triangle,Summer,Ethnic,Heels
Men,Rectangle,Winter,Casual,Cufflinks
Women,Round,Winter,Party,Heels
Men,Apple,Spring,Business,Watch
Men,Rectangle,Spring,Ethnic,Tie
Women,Inverted Triangle,Summer,Casual,Clutch
Men,Triangle,Spring,Party,Cufflinks
Women,Hourglass,Autumn,Business,Belt
Women,Triangle,Winter,Party,Scarf
Women,Triangle,Spring,Business,Watch
Men,Apple,Winter,Gym/Sport,Tie
Women,Round,Winter,Ethnic,Watch
Women,Hourglass,Spring,Ethnic,Heels
Women,Inverted Triangle,Summer,Ethnic,Earrings
Women,Inverted Triangle,Autumn,Ethnic,Belt
Men,Rectangle,Summer,Party,Leather Shoes
Women,Rectangle,Spring,Ethnic,Clutch
Men,Apple,Winter,Party,Watch
Men,Apple,Winter,Business,Watch
Women,Round,Autumn,Gym/Sport,Watch
Men,V-Shape,Winter,Casual,Watch
Women,Triangle,Autumn,Business,Earrings
Men,Rectangle,Summer,Party,Sneakers
Men,Rectangle,Autumn,Business,Tie
Men,Rectangle,Autumn,Ethnic,Tie
Women,Triangle,Autumn,Ethnic,Heels
Men,V-Shape,Winter,Business,Leather Shoes
Women,Triangle,Spring,Gym/Sport,Belt
Men,V-Shape,Winter,Casual,Watch
Women,Hourglass,Summer,Business,Scarf
Men,Apple,Spring,Party,Cufflinks
Women,Hourglass,Summer,Ethnic,Earrings
Men,V-Shape,Summer,Business,Leather Shoes
Women,Triangle,Autumn,Casual,Earrings
Men,Triangle,Spring,Business,Tie
Women,Hourglass,Summer,Ethnic,Watch
Men,Apple,Winter,Party,Cap
Women,Hourglass,Spring,Ethnic,Scarf
Women,Triangle,Winter,Party,Clutch
Men,V-Shape,Spring,Ethnic,Sneakers
Women,Round,Autumn,Gym/Sport,Handbag
Women,Inverted Triangle,Summer,Gym/Sport,Clutch
Men,V-Shape,Spring,Business,Leather Shoes
Women,Hourglass,Winter,Party,Clutch
Men,V-Shape,Summer,Gym/Sport,Sneakers
Women,Triangle,Autumn,Gym/Sport,Belt
Men,Apple,Winter,Business,Sneakers
Men,Rectangle,Summer,Gym/Sport,Cufflinks
Men,V-Shape,Autumn,Ethnic,Cufflinks
Women,Triangle,Winter,Casual,Earrings
Women,Rectangle,Summer,Casual,Earrings
Women,Round,Winter,Ethnic,Watch
Men,Triangle,Winter,Business,Cufflinks
Men,Rectangle,Spring,Business,Cufflinks
Women,Hourglass,Summer,Ethnic,Belt
Men,Triangle,Autumn,Casual,Sneakers
Women,Round,Autumn,Party,Watch
Women,Round,Winter,Gym/Sport,Belt
Men,V-Shape,Spring,Business,Cufflinks
Women,Hourglass,Spring,Casual,Earrings
Women,Round,Winter,Gym/Sport,Handbag
Men,V-Shape,Autumn,Business,Tie
Men,V-Shape,Autumn,Party,Leather Shoes
Men,Rectangle,Winter,Party,Leather Shoes
Women,Inverted Triangle,Spring,Ethnic,Watch
Men,Triangle,Spring,Business,Cap
Women,Rectangle,Summer,Business,Watch
Men,Rectangle,Autumn,Business,Sneakers
Women,Rectangle,Winter,Casual,Watch
Men,Apple,Winter,Business,Tie
Men,Triangle,Summer,Business,Leather Shoes
Women,Rectangle,Winter,Casual,Handbag
Men,Rectangle,Spring,Business,Cap
Women,Round,Spring,Business,Heels
Men,V-Shape,Summer,Party,Leather Shoes
Women,Inverted Triangle,Summer,Business,Clutch
Men,Apple,Summer,Gym/Sport,Tie
Women,Triangle,Autumn,Party,Handbag
Men,Triangle,Autumn,Casual,Tie
Women,Hourglass,Summer,Business,Watch
Men,Rectangle,Autumn,Casual,Tie
Women,Inverted Triangle,Spring,Business,Earrings
Men,Triangle,Winter,Casual,Sneakers
Women,Triangle,Spring,Gym/Sport,Watch
Women,Triangle,Winter,Gym/Sport,Heels
Men,Rectangle,Winter,Gym/Sport,Tie
Men,Rectangle,Winter,Party,Cap
Women,Inverted Triangle,Summer,Business,Belt
Men,V-Shape,Autumn,Party,Watch
Men,V-Shape,Autumn,Casual,Watch
Women,Rectangle,Autumn,Casual,Clutch
Women,Round,Spring,Gym/Sport,Earrings
Men,Rectangle,Spring,Party,Tie
Men,Triangle,Summer,Party,Tie
Women,Round,Autumn,Gym/Sport,Belt
Women,Hourglass,Summer,Casual,Belt
Men,Apple,Summer,Party,Leather Shoes
Men,Apple,Winter,Ethnic,Sneakers
Men,Rectangle,Autumn,Gym/Sport,Cufflinks
Women,Rectangle,Spring,Gym/Sport,Belt
Men,Apple,Autumn,Casual,Sneakers
Men,V-Shape,Spring,Gym/Sport,Sneakers
Men,Apple,Spring,Party,Leather Shoes
Men,Rectangle,Summer,Ethnic,Cufflinks
Women,Triangle,Autumn,Casual,Belt
Women,Inverted Triangle,Winter,Gym/Sport,Clutch
Women,Triangle,Summer,Gym/Sport,Watch
Women,Rectangle,Autumn,Business,Clutch
Women,Triangle,Autumn,Ethnic,Scarf
Men,Rectangle,Autumn,Gym/Sport,Tie
Women,Round,Winter,Casual,Scarf
Men,V-Shape,Spring,Ethnic,Leather Shoes
Women,Triangle,Winter,Casual,Watch
Men,Apple,Summer,Gym/Sport,Tie
Men,V-Shape,Spring,Party,Watch
Men,V-Shape,Autumn,Gym/Sport,Leather Shoes
Women,Triangle,Autumn,Party,Watch
Men,Triangle,Summer,Party,Cufflinks
Women,Rectangle,Summer,Ethnic,Clutch
Women,Rectangle,Autumn,Ethnic,Scarf
Women,Hourglass,Summer,Ethnic,Heels
Women,Round,Spring,Party,Clutch
Women,Hourglass,Autumn,Casual,Scarf
Women,Round,Summer,Ethnic,Clutch
Men,Rectangle,Summer,Ethnic,Sneakers
Men,Rectangle,Autumn,Gym/Sport,Watch
Women,Rectangle,Autumn,Ethnic,Earrings
Men,Triangle,Winter,Casual,Cap
Men,V-Shape,Autumn,Casual,Cap
Men,Rectangle,Spring,Ethnic,Watch
Women,Round,Summer,Business,Belt
Women,Round,Summer,Party,Earrings
Men,V-Shape,Winter,Party,Cufflinks
Men,Apple,Winter,Party,Leather Shoes
Men,Rectangle,Spring,Casual,Leather Shoes
Men,Apple,Summer,Ethnic,Cap
Women,Inverted Triangle,Winter,Gym/Sport,Scarf
Women,Inverted Triangle,Summer,Gym/Sport,Scarf
Women,Round,Autumn,Casual,Clutch
Women,Hourglass,Spring,Ethnic,Handbag
Men,Triangle,Winter,Casual,Tie
Men,V-Shape,Summer,Ethnic,Tie
Men,Apple,Winter,Ethnic,Tie
Women,Triangle,Spring,Gym/Sport,Clutch
Men,V-Shape,Autumn,Casual,Leather Shoes
Women,Triangle,Winter,Business,Clutch
Women,Rectangle,Autumn,Business,Heels
Women,Round,Spring,Party,Watch
Men,V-Shape,Summer,Party,Watch
Men,Apple,Autumn,Casual,Cufflinks
Men,Triangle,Summer,Gym/Sport,Watch
Men,Triangle,Summer,Ethnic,Leather Shoes
Men,Apple,Winter,Casual,Tie
Women,Triangle,Winter,Gym/Sport,Watch
Women,Hourglass,Autumn,Casual,Handbag
Women,Inverted Triangle,Spring,Ethnic,Earrings
Men,Triangle,Summer,Ethnic,Tie
Women,Rectangle,Winter,Gym/Sport,Handbag
Women,Hourglass,Autumn,Gym/Sport,Scarf
Men,Rectangle,Spring,Party,Cufflinks
Men,Rectangle,Summer,Casual,Sneakers
Men,Triangle,Summer,Party,Leather Shoes
Women,Triangle,Autumn,Gym/Sport,Watch
Women,Hourglass,Spring,Casual,Handbag
Men,Rectangle,Winter,Business,Cufflinks
Men,Apple,Autumn,Ethnic,Tie
Men,Triangle,Summer,Gym/Sport,Leather Shoes
Men,Triangle,Summer,Casual,Sneakers
Women,Hourglass,Spring,Casual,Handbag
Men,Apple,Summer,Business,Sneakers
Women,Round,Spring,Ethnic,Watch
Men,Apple,Autumn,Business,Leather Shoes
Men,Rectangle,Spring,Ethnic,Sneakers
Men,V-Shape,Winter,Business,Watch
Men,Triangle,Summer,Casual,Cufflinks
Men,Rectangle,Summer,Party,Leather Shoes
Men,Triangle,Summer,Ethnic,Sneakers
Men,Rectangle,Autumn,Casual,Tie
Men,Apple,Autumn,Gym/Sport,Sneakers
Men,V-Shape,Spring,Gym/Sport,Tie
Men,Rectangle,Winter,Casual,Sneakers
Women,Inverted Triangle,Summer,Ethnic,Belt
Men,Rectangle,Winter,Business,Cufflinks
Men,V-Shape,Spring,Gym/Sport,Sneakers
Women,Inverted Triangle,Winter,Business,Handbag
Men,Apple,Winter,Party,Cufflinks
Women,Inverted Triangle,Summer,Party,Clutch
Men,Rectangle,Spring,Ethnic,Leather Shoes
Women,Round,Spring,Ethnic,Earrings
Women,Rectangle,Spring,Ethnic,Watch
Men,V-Shape,Summer,Business,Leather Shoes
Men,Triangle,Spring,Gym/Sport,Watch
Men,Apple,Summer,Ethnic,Cufflinks
Men,Rectangle,Autumn,Ethnic,Tie
Women,Triangle,Autumn,Business,Clutch
Men,Rectangle,Summer,Gym/Sport,Cufflinks
Women,Rectangle,Winter,Ethnic,Handbag
Women,Round,Autumn,Business,Earrings
Women,Round,Summer,Party,Heels
Men,Rectangle,Autumn,Casual,Sneakers
Men,Rectangle,Summer,Business,Cufflinks
Women,Inverted Triangle,Autumn,Party,Handbag
Men,Apple,Spring,Casual,Watch
Women,Round,Autumn,Casual,Clutch
Men,V-Shape,Spring,Ethnic,Tie
Women,Triangle,Winter,Ethnic,Belt
Women,Round,Autumn,Ethnic,Earrings
Women,Round,Autumn,Ethnic,Heels
Women,Round,Autumn,Business,Scarf
Men,Rectangle,Spring,Party,Sneakers
Men,Triangle,Winter,Casual,Cap
Men,Apple,Autumn,Ethnic,Leather Shoes
Women,Rectangle,Spring,Casual,Heels
Men,V-Shape,Autumn,Casual,Leather Shoes
Men,Apple,Winter,Gym/Sport,Leather Shoes
Men,Triangle,Spring,Ethnic,Sneakers
Women,Inverted Triangle,Autumn,Business,Heels
Women,Triangle,Summer,Party,Heels
Women,Round,Autumn,Business,Heels
Women,Triangle,Spring,Business,Watch
Men,Triangle,Winter,Casual,Leather Shoes
Men,Rectangle,Autumn,Party,Leather Shoes
Men,Rectangle,Winter,Business,Cap
Men,Apple,Winter,Party,Cufflinks
Men,Triangle,Autumn,Business,Cap
Men,Triangle,Summer,Party,Watch
Men,Rectangle,Summer,Business,Tie
Men,V-Shape,Spring,Casual,Cufflinks
Men,Triangle,Winter,Ethnic,Cap
Women,Rectangle,Summer,Business,Earrings
Men,Triangle,Autumn,Business,Leather Shoes
Women,Inverted Triangle,Summer,Ethnic,Handbag
Men,Apple,Autumn,Gym/Sport,Cufflinks
Women,Triangle,Autumn,Ethnic,Belt
Men,V-Shape,Summer,Gym/Sport,Watch
Men,V-Shape,Spring,Business,Sneakers
Women,Rectangle,Winter,Ethnic,Earrings
Men,V-Shape,Autumn,Ethnic,Tie
Men,Apple,Winter,Party,Sneakers
Women,Triangle,Spring,Gym/Sport,Watch
Women,Hourglass,Winter,Gym/Sport,Handbag
Women,Inverted Triangle,Winter,Casual,Scarf
Men,Rectangle,Autumn,Ethnic,Leather Shoes
Men,Rectangle,Autumn,Ethnic,Cufflinks
Women,Round,Winter,Gym/Sport,Handbag
Men,V-Shape,Spring,Ethnic,Leather Shoes
Women,Rectangle,Autumn,Business,Scarf
Men,V-Shape,Winter,Ethnic,Tie
Men,Triangle,Spring,Casual,Cufflinks
Men,Triangle,Spring,Casual,Cap
Women,Triangle,Summer,Gym/Sport,Earrings
Men,Rectangle,Spring,Casual,Sneakers
Women,Inverted Triangle,Autumn,Party,Clutch
Women,Triangle,Spring,Party,Heels
Women,Hourglass,Spring,Ethnic,Earrings
Men,Apple,Winter,Casual,Watch
Women,Rectangle,Autumn,Casual,Clutch
Women,Triangle,Spring,Ethnic,Heels
Men,Rectangle,Summer,Gym/Sport,Tie
Women,Hourglass,Spring,Business,Clutch
Women,Inverted Triangle,Autumn,Business,Scarf
Men,Triangle,Summer,Ethnic,Sneakers
Men,Apple,Autumn,Casual,Watch
Women,Rectangle,Summer,Ethnic,Belt
Women,Rectangle,Autumn,Business,Watch
Men,Triangle,Autumn,Party,Leather Shoes
Men,Rectangle,Summer,Gym/Sport,Leather Shoes
Women,Round,Autumn,Business,Belt
Men,Apple,Winter,Party,Leather Shoes
Women,Rectangle,Summer,Ethnic,Heels
Women,Inverted Triangle,Spring,Casual,Heels
Women,Inverted Triangle,Autumn,Business,Clutch
Men,Apple,Autumn,Gym/Sport,Leather Shoes
Men,V-Shape,Winter,Business,Sneakers
Men,Triangle,Summer,Ethnic,Sneakers
Women,Rectangle,Winter,Ethnic,Belt
Men,V-Shape,Summer,Casual,Cap
Men,V-Shape,Autumn,Casual,Cufflinks
Women,Triangle,Summer,Gym/Sport,Handbag
Women,Inverted Triangle,Autumn,Casual,Heels
Men,Rectangle,Summer,Ethnic,Cap
Men,V-Shape,Summer,Party,Sneakers
Men,V-Shape,Autumn,Business,Cufflinks
Women,Hourglass,Autumn,Ethnic,Scarf
Women,Hourglass,Spring,Ethnic,Watch
Women,Inverted Triangle,Winter,Ethnic,Belt
Men,Triangle,Autumn,Casual,Cufflinks
Women,Inverted Triangle,Spring,Party,Heels
Men,V-Shape,Spring,Business,Watch
Men,Rectangle,Summer,Business,Tie
Men,V-Shape,Autumn,Gym/Sport,Cap
Men,Triangle,Winter,Party,Tie
Men,Triangle,Summer,Ethnic,Cufflinks
Women,Inverted Triangle,Autumn,Ethnic,Earrings
Women,Rectangle,Spring,Party,Earrings
Women,Inverted Triangle,Winter,Casual,Belt
Men,Triangle,Autumn,Gym/Sport,Sneakers
Men,Rectangle,Autumn,Gym/Sport,Tie
Men,Triangle,Summer,Casual,Watch
Men,Rectangle,Autumn,Casual,Cap
Women,Rectangle,Winter,Gym/Sport,Watch
Men,Triangle,Summer,Gym/Sport,Cap
Women,Round,Autumn,Casual,Handbag
Men,Rectangle,Autumn,Casual,Cufflinks
Men,Apple,Spring,Party,Watch
Women,Inverted Triangle,Winter,Party,Scarf
Women,Rectangle,Summer,Casual,Heels
Women,Rectangle,Winter,Party,Clutch
Women,Round,Winter,Business,Watch
Men,Triangle,Winter,Casual,Cap
Women,Round,Summer,Party,Heels
Men,Triangle,Spring,Business,Watch
Women,Triangle,Spring,Casual,Belt
Women,Round,Spring,Casual,Scarf
Women,Triangle,Spring,Party,Earrings
Men,Triangle,Summer,Ethnic,Watch
Women,Hourglass,Spring,Casual,Belt
Women,Inverted Triangle,Autumn,Casual,Belt
Women,Triangle,Spring,Party,Watch
Women,Inverted Triangle,Summer,Business,Handbag
Women,Inverted Triangle,Spring,Business,Scarf
Women,Triangle,Spring,Ethnic,Heels
Women,Round,Spring,Casual,Heels
Men,Apple,Winter,Party,Cufflinks
Women,Round,Autumn,Party,Handbag
Men,Rectangle,Spring,Party,Tie
Women,Round,Spring,Ethnic,Clutch
Women,Rectangle,Winter,Party,Clutch
Men,Triangle,Summer,Party,Leather Shoes
Women,Rectangle,Summer,Business,Handbag
Women,Round,Summer,Casual,Heels
Men,Apple,Winter,Party,Watch
Men,Apple,Spring,Casual,Sneakers
Women,Round,Spring,Party,Handbag
Women,Round,Autumn,Gym/Sport,Clutch
Women,Round,Autumn,Party,Watch
Women,Round,Summer,Business,Clutch
Women,Hourglass,Spring,Party,Handbag
Men,Triangle,Autumn,Party,Sneakers
Women,Rectangle,Autumn,Gym/Sport,Handbag
Men,Rectangle,Winter,Party,Watch
Women,Hourglass,Autumn,Casual,Heels
Women,Hourglass,Summer,Ethnic,Scarf
Men,Triangle,Spring,Business,Sneakers
Men,Triangle,Summer,Business,Cap
Women,Rectangle,Spring,Casual,Handbag
Men,V-Shape,Spring,Party,Tie
Men,V-Shape,Autumn,Business,Cufflinks
Women,Round,Spring,Ethnic,Scarf
Women,Round,Spring,Business,Watch
Men,Triangle,Winter,Ethnic,Cufflinks
Men,Triangle,Winter,Party,Sneakers
Women,Triangle,Autumn,Business,Clutch
Women,Hourglass,Summer,Casual,Belt
Men,Rectangle,Winter,Gym/Sport,Tie
Women,Round,Autumn,Ethnic,Scarf
Women,Rectangle,Winter,Ethnic,Clutch
Men,Rectangle,Summer,Ethnic,Leather Shoes
Men,V-Shape,Winter,Gym/Sport,Leather Shoes
Women,Triangle,Summer,Casual,Handbag
Women,Round,Spring,Casual,Watch
Women,Triangle,Autumn,Business,Watch
Women,Hourglass,Autumn,Business,Belt
Women,Triangle,Winter,Gym/Sport,Scarf
Men,Triangle,Autumn,Business,Cufflinks
Women,Round,Summer,Ethnic,Scarf
Women,Rectangle,Summer,Ethnic,Earrings
Women,Rectangle,Spring,Business,Handbag
Men,Apple,Summer,Party,Sneakers
Women,Round,Autumn,Casual,Watch
Women,Round,Winter,Gym/Sport,Clutch
Women,Round,Autumn,Party,Handbag
Women,Inverted Triangle,Autumn,Gym/Sport,Clutch
Men,Apple,Autumn,Business,Sneakers
Women,Inverted Triangle,Winter,Business,Watch
Men,V-Shape,Summer,Ethnic,Cufflinks
Women,Round,Autumn,Casual,Scarf
Women,Hourglass,Spring,Ethnic,Watch
Women,Rectangle,Spring,Business,Belt
Women,Round,Summer,Ethnic,Earrings
Men,Rectangle,Summer,Business,Watch
Men,Triangle,Spring,Ethnic,Sneakers
Men,Rectangle,Summer,Ethnic,Tie
Women,Round,Autumn,Gym/Sport,Belt
Men,V-Shape,Summer,Casual,Cap
Women,Hourglass,Winter,Party,Clutch
Women,Rectangle,Spring,Party,Scarf
Women,Triangle,Summer,Business,Belt
Women,Round,Spring,Business,Scarf
Women,Triangle,Spring,Party,Watch
Women,Round,Spring,Gym/Sport,Clutch
Women,Hourglass,Spring,Casual,Watch
Women,Inverted Triangle,Summer,Ethnic,Watch
Women,Inverted Triangle,Summer,Business,Watch
Women,Hourglass,Summer,Casual,Heels
Men,Triangle,Autumn,Ethnic,Cufflinks
Men,Rectangle,Autumn,Business,Leather Shoes
Women,Inverted Triangle,Winter,Business,Handbag
Women,Inverted Triangle,Spring,Gym/Sport,Heels
Men,Rectangle,Spring,Ethnic,Cufflinks
Women,Hourglass,Spring,Casual,Scarf
Women,Rectangle,Summer,Ethnic,Clutch
Men,Apple,Summer,Party,Cap
Women,Round,Summer,Party,Watch
Men,Triangle,Summer,Casual,Cap
Men,Rectangle,Spring,Gym/Sport,Tie
Women,Inverted Triangle,Winter,Casual,Watch
Women,Inverted Triangle,Summer,Ethnic,Handbag
Men,Rectangle,Summer,Gym/Sport,Cufflinks
Women,Round,Autumn,Gym/Sport,Watch
Women,Triangle,Winter,Business,Belt
Women,Hourglass,Summer,Casual,Earrings
Men,Apple,Spring,Party,Cufflinks
Women,Hourglass,Summer,Ethnic,Heels
Men,Apple,Spring,Ethnic,Leather Shoes
Men,V-Shape,Autumn,Casual,Tie
Women,Hourglass,Autumn,Business,Handbag
Men,V-Shape,Spring,Business,Sneakers
Men,Rectangle,Winter,Casual,Tie
Men,Apple,Spring,Casual,Cap
Men,Rectangle,Summer,Business,Leather Shoes
